issue_id	host_title	place	date	volume	issue	page_ids	page_captions	hits	record_id
12724086	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-08			12723315;12723317;12723318;12723319;12723320;12723324;12723326;12723327;12723328;12723329	[Seite];[Seite];[Seite];[Seite];Seite 3;Seite 7;Seite 9;Seite 10;Seite 11;Seite 12	14	048258784
12765410	MB	Tel-Aviv	1950-06-30	14	26	12760178;12760179;12760181;12760182;12760183;12760184;12760185;12760187;12760188	[Seite];Seite 2;Seite 4;Seite 5;Seite 6;Seite 7;Seite 8;Seite 10;Seite 11	9	048258784
12688049	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-08			12688050;12688052;12688053;12688056;12688057;12688064;12688065;12688067;12688068;12688069	[Seite];Seite 1;Seite 2;Seite 5;Seite 6;Seite 13;Seite 14;Seite 16;Seite 17;Seite 18	18	048258784
12688909	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-01			12687671;12687672;12687674;12687679;12687680;12687681;12687682;12687684;12687685;12687686	[Seite];Seite 4;Seite 6;Seite 11;Seite 12;Seite 13;Seite 14;Seite 16;Seite 17;Seite 18	18	048258784
12710971	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-04		1	12710972;12710973;12710974;12710975;12710976;12710977;12710980;12710981;12710985;12710988	[Seite];[Seite];[Seite];[Seite];Seite 1;Seite 2;Seite 5;Seite 6;Seite 10;Seite 13	21	048258784
12724060	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-05			12723186;12723187;12723188;12723189;12723190;12723192;12723193;12723197;12723198;12723199	[Seite];[Seite];Seite 1;Seite 2;Seite 3;Seite 5;Seite 6;Seite 10;Seite 11;Seite 12	17	048258784
12957176	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-12			12957409;12957412;12957417;12957419;12957420;12957421;12957422;12957423;12957425;12957426	[Seite];[Seite];Seite 6;Seite 8;Seite 9;Seite 10;Seite 11;Seite 12;Seite 14;Seite 15	14	048258784
12727474	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-10			12723420;12723421;12723422;12723423;12723424;12723425;12723428;12723430;12723431;12723432	[Seite];[Seite];[Seite];[Seite];Seite 3;Seite 4;Seite 7;Seite 9;Seite 10;Seite 11	13	048258784
12724035	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-03			12723113;12723114;12723115;12723116;12723117;12723120;12723126;12723127;12723128;12723129	[Seite];[Seite];Seite 1;Seite 2;Seite 3;Seite 6;Seite 12;Seite 13;Seite 14;Seite 15	12	048258784
12687876	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-04			12687877;12687878;12687879;12687880;12687884;12687886;12687891;12687892;12687897;12687899	[Seite];[Seite];Seite 1;Seite 2;Seite 6;Seite 8;Seite 13;Seite 14;Seite 19;Seite 21	13	048258784
12688014	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-07			12688015;12688016;12688017;12688018;12688021;12688022;12688024;12688025;12688030;12688032	[Seite];[Seite];Seite 1;Seite 2;Seite 5;Seite 6;Seite 8;Seite 9;Seite 14;Seite 16	19	048258784
12724072	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-06			12723232;12723233;12723234;12723235;12723236;12723240;12723241;12723242;12723243;12723245	[Seite];[Seite];Seite 1;Seite 2;Seite 3;Seite 7;Seite 8;Seite 9;Seite 10;Seite 12	14	048258784
12957167	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-05			12957216;12957219;12957220;12957221;12957222;12957223;12957224;12957225;12957226;12957227	Seite 1;Seite 4;Seite 5;Seite 6;Seite 7;Seite 8;Seite 9;Seite 10;Seite 11;Seite 12	10	048258784
12663251	MB	Tel-Aviv	1945-10-26	9	43	12663252;12663253;12663254;12663257;12663258;12663259	[Seite];Seite 2;Seite 3;Seite 6;Seite 7;Seite 8	6	048258784
12711224	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-10			12711225;12711226;12711227;12711228;12711233;12711234;12711238;12711240;12711241;12711242	[Seite];[Seite];Seite 1;[Seite];Seite 7;Seite 8;Seite 12;Seite 14;Seite 15;Seite 16	16	048258784
12957172	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-10			12957323;12957326;12957327;12957329;12957331;12957332;12957333;12957334;12957335;12957336	[Seite];Seite 3;Seite 4;Seite 6;Seite 8;Seite 9;Seite 10;Seite 11;Seite 12;Seite 13	13	048258784
12687909	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-05			12687910;12687911;12687913;12687919;12687920;12687923;12687926;12687928;12687930;12687931	[Seite];[Seite];Seite 2;Seite 8;Seite 9;Seite 12;Seite 15;Seite 17;Seite 19;Seite 20	12	048258784
12711090	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-06		2	12711091;12711093;12711094;12711095;12711097;12711098;12711103;12711104;12711105;12711106	[Seite];Seite 1;[Seite];[Seite];Seite 5;[Seite];Seite 11;Seite 12;Seite 13;Seite 14	12	048258784
12727506	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1938-06			12724698;12724701;12724702;12724704;12724705;12724706;12724707;12724708;12724710;12724699	[Seite];Seite 3;Seite 4;Seite 6;Seite 7;Seite 8;Seite 9;Seite 10;Seite 12;[Seite]	10	048258784
12957165	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-01			12957179;12957180;12957183;12957184;12957186;12957187;12957189;12957190;12957191	Seite 1;Seite 2;Seite 3;Seite 4;Seite 6;Seite 7;Seite 9;Seite 10;Seite 11	9	048258784
12711174	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-08		2	12711175;12711176;12711177;12711178;12711179;12711180;12711182;12711183;12711185;12711187	[Seite];[Seite];Seite 1;[Seite];[Seite];Seite 4;Seite 6;Seite 7;Seite 9;Seite 11	13	048258784
12742438	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-11-15	4	45	12740809;12740811;12740812;12740813;12740814;12740815;12740816;12740817;12740818;12740819	Seite 6;Seite 8;[Seite];Seite 10;Seite 11;Seite 12;Seite 13;Seite 14;Seite 15;Seite 16	10	048258792
12710835	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-01		2	12710837;12710838;12710839;12710841;12710842;12710843;12710844;12710851;12710852;12710854	[Seite];[Seite];Seite 2;Seite 4;Seite 5;Seite 6;Seite 7;Seite 14;Seite 15;Seite 17	15	048258784
12711301	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-12		1	12711302;12711303;12711304;12711305;12711306;12711308;12711309;12711311;12711312;12711313	[Seite];[Seite];Seite 1;Seite 2;[Seite];Seite 5;Seite 6;Seite 8;Seite 9;Seite 10	16	048258784
12711153	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-08		1	12711154;12711155;12711156;12711157;12711158;12711160;12711161;12711162;12711164;12711165	[Seite];[Seite];Seite 1;[Seite];[Seite];Seite 5;Seite 6;Seite 7;Seite 9;Seite 10	12	048258784
12711025	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-05		1	12711026;12711027;12711028;12711029;12711032;12711037;12711039;12711041;12711045;12711046	[Seite];[Seite];Seite 1;[Seite];Seite 5;Seite 10;Seite 12;Seite 14;Seite 18;Seite 19	14	048258784
12687810	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-03			12687811;12687814;12687818;12687822;12687824;12687825;12687826;12687830;12687832;12687833	[Seite];Seite 2;Seite 6;Seite 10;Seite 12;Seite 13;Seite 14;Seite 18;Seite 20;Seite 21	12	048258784
12957175	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-11			12957385;12957386;12957387;12957390;12957391;12957392;12957393;12957396;12957397;12957398	[Seite];Seite 1;Seite 2;Seite 5;Seite 6;Seite 7;Seite 8;Seite 11;Seite 12;Seite 13	14	048258784
12711111	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-07		1	12711112;12711113;12711114;12711115;12711116;12711117;12711118;12711121;12711124;12711126	[Seite];[Seite];Seite 1;[Seite];[Seite];Seite 4;Seite 5;Seite 8;Seite 11;Seite 13	12	048258784
12688226	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-12			12688228;12688229;12688230;12688232;12688235;12688237;12688238;12688240;12688245;12688247	[Seite];Seite 1;Seite 2;Seite 4;Seite 7;Seite 9;Seite 10;Seite 12;Seite 16;Seite 18	15	048258784
12710807	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-01		1	12710809;12710810;12710813;12710814;12710816;12710817;12710819;12710820;12710822;12710824	Seite 1;Seite 2;Seite 5;Seite 6;Seite 8;Seite 9;Seite 11;Seite 12;Seite 14;Seite 16	17	048258784
12711054	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-05		2	12711055;12711056;12711057;12711058;12711065;12711068;12711069;12711074	[Seite];[Seite];Seite 1;Seite 2;Seite 9;Seite 12;Seite 13;[Seite]	8	048258784
12710930	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-03		1	12710932;12710933;12710934;12710935;12710936;12710937;12710939;12710948;12710950;12710951	[Seite];Seite 1;Seite 2;[Seite];Seite 4;Seite 5;Seite 7;Seite 16;Seite 18;Seite 19	20	048258784
13066326	Bericht an den ... Zionistenkongress und an den Council der Jewish Agency for Palestine in ...	Jerusalem	1935			7063419;7063420;7063427;7063439;7063440;7063441;7063442;7063444;7063445;7063447	Seite 5;Seite 6;Seite 15;Seite 27;Seite 28;Seite 29;Seite 30;Seite 32;Seite 33;Seite 35	33	448724782
12724058	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-04			12723138;12723139;12723140;12723141;12723142;12723146;12723149;12723150;12723151;12723155	[Seite];[Seite];Seite 1;Seite 2;Seite 3;Seite 7;Seite 10;Seite 11;Seite 12;Seite 16	12	048258784
12687780	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-03			12687783;12687784;12687786;12687791;12687794;12687797;12687801;12687803;12687804;12687805	Seite 1;Seite 2;[Seite];Seite 8;Seite 11;Seite 14;Seite 18;Seite 20;Seite 21;Seite 22	12	048258784
12762971	MB	Tel-Aviv	1949-08-05	13	31	12758422;12758423;12758424;12758430;12758431	[Seite];Seite 2;Seite 3;Seite 9;Seite 10	5	048258784
12773257	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1943-06-25	7	26	12751002;12751005;12751006;12751007;12751008	Seite 2;Seite 5;Seite 6;Seite 7;Seite 8	5	048258792
12688373	MB	Tel-Aviv	1946-03-22	10	12	12688374;12688375;12688376;12688379;12688380;12688381	[Seite];Seite 2;Seite 3;Seite 6;Seite 7;Seite 8	6	048258784
12724034	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-02			12723067;12723068;12723070;12723071;12723073;12723080;12723082;12723083;12723084;12723090	[Seite];[Seite];[Seite];Seite 3;Seite 5;Seite 12;Seite 14;Seite 15;Seite 16;[Seite]	10	048258784
12711324	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-12		2	12711325;12711326;12711327;12711328;12711332;12711337;12711338;12711339;12711343;12711344	[Seite];[Seite];Seite 1;Seite 2;Seite 6;Seite 11;Seite 12;Seite 13;[Seite];[Seite]	10	048258784
12711274	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-11		2	12711275;12711276;12711277;12711278;12711284;12711286;12711287;12711289;12711290;12711293	[Seite];[Seite];Seite 1;Seite 2;Seite 8;Seite 10;Seite 11;Seite 13;Seite 14;Seite 17	12	048258784
12687841	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-04			12687842;12687843;12687845;12687849;12687851;12687856;12687857;12687859;12687860;12687861	[Seite];[Seite];Seite 2;[Seite];Seite 8;Seite 11;Seite 12;Seite 14;Seite 15;Seite 16	16	048258784
12724069	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-06			12723211;12723212;12723213;12723214;12723215;12723217;12723219;12723225;12723226;12723229	[Seite];[Seite];Seite 1;Seite 2;Seite 3;Seite 5;Seite 7;Seite 13;Seite 14;[Seite]	11	048258784
13194150	MB	Tel-Aviv	1944-12-29	8	52	13194171;13194172;13194173;13194174;13194176;13194177;13194179;13194181	Seite 2;Seite 3;Seite 4;Seite 5;Seite 7;Seite 8;Seite 9;Seite 10	8	048258784
12762889	MB	Tel-Aviv	1948-10-01	12	40	12757960;12757961;12757965;12757966;12757967;12757969	[Seite];Seite 2;Seite 6;Seite 7;Seite 8;Seite 10	6	048258784
12727477	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-11			12723441;12723442;12723443;12723444;12723445;12723449;12723453;12723454;12723456;12723460	[Seite];[Seite];[Seite];[Seite];Seite 3;Seite 7;Seite 11;Seite 12;Seite 14;[Seite]	10	048258784
12663023	MB	Tel-Aviv	1945-05-11	9	19	12663025;12663026;12663027;12663028;12663029;12663030;12663031	Seite 2;Seite 3;Seite 4;Seite 5;Seite 6;Seite 7;Seite 8	7	048258784
12711132	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-07		2	12711133;12711134;12711135;12711136;12711142;12711143;12711147;12711151;12711152	[Seite];[Seite];Seite 1;[Seite];Seite 8;Seite 9;Seite 13;[Seite];[Seite]	9	048258784
12687967	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-06			12687968;12687969;13139096;13139097;13139103;13139104;12687975;12687976;12687977;12687979	[Seite];[Seite];Seite 1;Seite 2;Seite 6;Seite [7];Seite 14;Seite 15;Seite 16;Seite 18	24	048258784
12727465	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-10			12723395;12723396;12723397;12723398;12723399;12723401;12723402;12723405;12723408;12723411	[Seite];[Seite];[Seite];[Seite];Seite 3;Seite 5;Seite 6;Seite 9;Seite 12;Seite 15	12	048258784
12687753	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-02			12687757;12687759;12687760;12687762;12687763;12687765;12687767;12687768;12687769;12687771	Seite 2;Seite 4;Seite 5;Seite 7;Seite 8;Seite 10;Seite 12;Seite 13;Seite 14;Seite 16	14	048258784
12766404	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-07-10	6	28	12741592;12741593;12741594;12741595;12741597;12741598;12741599	[Seite];Seite 2;Seite 3;Seite 4;Seite 6;Seite 7;Seite 8	7	048258792
12711253	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-11		1	12711254;12711255;12711256;12711257;12711268;12711272;12711273	[Seite];[Seite];Seite 1;Seite 2;Seite 13;[Seite];[Seite]	7	048258784
12766400	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-06-19	6	25	12741557;12741558;12741559;12741560;12741562;12741563;12741564;12741566;12741567;12741568	[Seite];Seite 2;Seite 3;Seite 4;Seite 6;Seite 7;Seite 8;[Seite];Seite III;Seite IV	14	048258792
12742388	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-05-03	4	18	12740544;12740546;12740547;12740549	Seite 3;[Seite];Seite 6;Seite 8	4	048258792
12762867	MB	Tel-Aviv	1948-04-29	12	18	12757755;12757756;12757757;12757759;12757760;12757761;12757762	[Seite];Seite 2;Seite 3;Seite 5;Seite 6;Seite 7;Seite 8	7	048258784
12727502	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1938-01			12724612;12724613;12724614;12724618;12724621;12724622;12724623;12724625;12724626;12724628	[Seite];[Seite];Seite 3;Seite 7;Seite 10;Seite 11;Seite 12;Seite 14;Seite 15;[Seite]	12	048258784
12688682	MB	Tel-Aviv	1946-10-16	10	42	12688684;12688688;12688689;12688690;12688691;12688692	Seite 2;Seite 6;Seite 7;Seite 8;Seite 9;Seite 10	6	048258784
12849407	MB	Tel-Aviv	1952-05-16	16	19	12849408;12849410;12849411;12849413;12849414;12849415;12849416;12849417;12849418;12849419	[Seite];Seite 3;Seite 4;Seite 6;Seite 7;Seite 8;Seite 9;Seite 10;Seite 11;Seite 12	20	048258784
12773253	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1943-06-04	7	23	12750974;12750978;12750980;12750981	[Seite];Seite 5;Seite 7;Seite 8	4	048258792
12727503	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1938-03			12724633;12724634;12724635;12724636;12724637;12724638;12724639;12724641;12724645;12724646	[Seite];[Seite];[Seite];[Seite];Seite 3;Seite 4;Seite 5;Seite 7;Seite 11;Seite 12	13	048258784
12687938	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-05			12687939;12687940;12687942;12687945;12687947;12687948;12687949;12687950;12687954;12687955	[Seite];[Seite];Seite 2;Seite 5;Seite 7;Seite 8;Seite 9;Seite 10;Seite 14;Seite 15	13	048258784
12724040	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-01			12723017;12723018;12723020;12723028;12723029;12723030;12723034;12723036;12723037;12723038	[Seite];[Seite];Seite 2;Seite 10;Seite 11;Seite 12;Seite 16;Seite 18;Seite 19;Seite 20	11	048258784
12769069	MB	Tel-Aviv	1951-03-16	15	11	12760552;12760553;12760555;12760557;12760559;12760560;12760561	[Seite];Seite 2;Seite 4;Seite 6;Seite 8;Seite 9;Seite 10	7	048258784
12749850	MB	Tel-Aviv	1944-09-08	8	36	12745057;12745058;12745061;12745062;12745063	Seite 2;Seite 3;Seite 6;Seite 7;Seite 8	5	048258784
12749782	MB	Tel-Aviv	1943-12-17	7	51	12744668;12744669;12744670;12744671;12744672;12744674;12744675;12744676	Seite 2;Seite 3;Seite 6;Seite 7;Seite 8;Seite 10;Seite 11;Seite 12	8	048258784
12663182	MB	Tel-Aviv	1945-09-07	9	36	12663184;12663185;12663186;12663187;12663188;12663189;12663192;12663193;12663194	Seite 2;Seite 3;Seite 4;Seite 5;Seite 6;Seite 7;Seite 10;Seite 11;Seite 12	9	048258784
12749776	MB	Tel-Aviv	1943-11-05	7	45	12744587;12744588;12744589;12744590;12744592;12744593;12744594;12744597;12744598	[Seite];Seite 2;Seite 3;Seite 4;Seite 6;Seite 7;Seite 8;Seite 11;Seite 12	9	048258784
12727490	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-11		2	12723462;12723463;12723464;12723465;12723466;12723470;12723471;12723472;12723473;12723475	[Seite];[Seite];[Seite];[Seite];Seite 3;Seite 7;Seite 8;Seite 9;Seite 10;Seite 12	13	048258784
12749859	MB	Tel-Aviv	1944-11-10	8	45	12745125;12745126;12745129;12745130	Seite 3;Seite 4;Seite 7;Seite 8	4	048258784
12749775	MB	Tel-Aviv	1943-10-29	7	44	12744574;12744576;12744577;12744582;12744584;12744585	[Seite];Seite 3;Seite 4;Seite 9;Seite 11;Seite 12	6	048258784
12866407	MB	Tel-Aviv	1957-06-14	25	24	12866058;12866059;12866060;12866061;12866881;12866882;12866062	[Seite];Seite 2;Seite 3;Seite 4;Seite 5;Seite 6;Seite 8	7	048258784
12742418	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-08-02	4	31	12740663;12740665;12740666;12740667;12740668;12740670	[Seite];Seite 3;Seite 4;Seite 5;Seite 6;Seite 8	6	048258792
12957168	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-07			12957233;12957239;12957240;12957241;12957243;12957244;12957245;12957247;12957248;12957252	[Seite];Seite 6;Seite 7;Seite 8;Seite 10;Seite 11;Seite 12;Seite 14;Seite 15;[Seite]	10	048258784
12744449	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-12-27	4	51	12740868;12740869;12740870;12740871;12740872;12740873	[Seite];Seite 4;Seite 5;Seite 6;Seite 7;Seite 8	6	048258792
12769087	MB	Tel-Aviv	1951-06-29	15	26	12760721;12760722;12760724;12760725;12760728;12760729;12760730	[Seite];Seite 2;Seite 4;Seite 5;Seite 8;Seite 9;Seite 10	7	048258784
12957089	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1933-09			12957100;12957101;12957102;12957103;12957104;12957108	Seite 1;Seite 2;Seite 3;Seite 4;Seite 5;Seite 9	6	048258784
12663313	MB	Tel-Aviv	1945-12-07	9	49	12663314;12663315;12663316;12663317;12663318;12663320;12663321	[Seite];Seite 2;Seite 3;Seite 4;Seite 5;Seite 7;Seite 8	7	048258784
12688269	MB	Tel-Aviv	1946-01-11	10	2	12688270;12688272;12688273;12688274;12688275;12688276;12688277;12688279;12688282;12688283	[Seite];Seite 3;Seite 4;Seite 5;Seite 6;Seite 7;Seite 8;Seite 10;Seite 13;Seite 14	12	048258784
12762886	MB	Tel-Aviv	1948-09-10	12	37	12757926;12757927;12757932;12757933;12757934	[Seite];Seite 2;Seite 7;Seite 8;Seite 9	5	048258784
12749844	MB	Tel-Aviv	1944-07-28	8	30	12745010;12745011;12745015;12745016;12745017;12745018	Seite 2;Seite 3;Seite 7;Seite 8;Seite 9;Seite 10	6	048258784
12957169	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-08			12957254;12957255;12957257;12957259;12957260;12957261;12957263;12957269	[Seite];[Seite];Seite 2;Seite 4;Seite 5;Seite 6;Seite 8;[Seite]	8	048258784
12687699	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-01			12687714;12687715;12687716;12687718;12687719;12687722;12687723	Seite 13;Seite 14;Seite 15;Seite 17;Seite 18;[Seite];[Seite]	7	048258784
12744452	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1941-01-10	5	2	12740883;12740889;12740892;12740893	Seite 2;Seite 6;Seite 7;Seite 8	4	048258792
12749812	MB	Tel-Aviv	1944-01-14	8	2	12744719;12744720;12744721;12744723;12744724;12744725;12744726	[Seite];Seite 2;Seite 3;Seite 5;Seite 6;Seite 7;Seite 8	7	048258784
12727493	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-12			12723483;12723484;12723485;12723486;12723487;12723491;12723496;12723497;12723498;12723500	[Seite];[Seite];[Seite];[Seite];Seite 3;Seite 7;Seite 10;Seite 11;Seite 12;Seite 14	12	048258784
12688344	MB	Tel-Aviv	1946-03-01	10	9	12688345;12688346;12688347;12688348;12688349;12688350;12688351;12688352	[Seite];Seite 2;Seite 3;Seite 4;Seite 5;Seite 6;Seite 7;Seite 8	8	048258784
12957177	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-12			12957440;12957441;12957454;12957458;12957459;12957461;12957465;12957469;12957470	[Seite];Seite 2;Seite 13;Seite 15;Seite 16;Seite 17;Seite 21;[Seite];[Seite]	9	048258784
12688518	MB	Tel-Aviv	1946-06-28	10	26	12688519;12688520;12688523;12688524;12688525;12688526;12688527;12688528	[Seite];Seite 2;Seite 5;Seite 6;Seite 7;Seite 8;Seite 9;Seite 10	8	048258784
12724343	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-09			12723370;12723371;12723372;12723373;12723374;12723378;12723382;12723383;12723386;12723387	[Seite];[Seite];Seite 1;Seite 2;Seite 3;Seite 7;Seite 11;Seite 12;Seite 15;Seite 16	13	048258784
12663099	MB	Tel-Aviv	1945-07-06	9	27	12663101;12663103;12663104;12663105;12663106;12663107;12663108;12663109	Seite 2;Seite 4;Seite 5;Seite 6;Seite 7;Seite 8;Seite 9;Seite 10	8	048258784
12712220	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-02		2	12710899;12710900;12710901;12710904;12710905;12710908;12710910;12710911;12710913;12710914	[Seite];Seite 1;Seite 2;Seite 5;Seite 6;Seite 9;Seite 11;Seite 12;Seite 14;Seite 15	14	048258784
