issue_id	host_title	place	date	volume	issue	page_ids	page_captions	hits	record_id
12687876	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-04			12687887	Seite 9	1	048258784
12762818	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-01-23	6	4	12741375;12741376	Seite 5;Seite 6	2	048258792
12957169	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-08			12957262	Seite 7	1	048258784
12957175	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-11			12957392	Seite 7	1	048258784
12765441	MB	Tel-Aviv	1950-11-17	14	46	12760374;12760376;12760380	Seite 2;Seite 4;Seite 8	3	048258784
12749816	MB	Tel-Aviv	1944-02-11	8	6	12744760;12744766	Seite 2;Seite 8	2	048258784
12727477	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-11			12723452	Seite 10	1	048258784
12687810	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-03			12687819	Seite 7	1	048258784
12724034	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-02			12723078	Seite 10	1	048258784
12957170	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-08			12957292	Seite 5	1	048258784
7492880	Yediʿot shel Irgun ʿOle Breslau be-Yiśraʾel	Tel-Aviv	1995		59	7412201;7412202;7412203;7412204;7412205;7412206;7412207;7412208;7412209;7412210	Seite 2;Seite 3;Seite 4;Seite 5;Seite 6;Seite 7;Seite 8;Seite 9;Seite 10;Seite 11	12	363669892
12744462	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1941-02-21	5	8	12740942;12740945	Seite 3;Seite 6	2	048258792
12766101	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-03-30	6	13	12741454	Seite 5	1	048258792
12711274	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-11		2	12711283	Seite 7	1	048258784
12849246	MB	Tel-Aviv	1952-01-25	16	4	12849268;12849274	Seite 2;Seite 8	2	048258784
12749770	MB	Tel-Aviv	1943-09-24	7	39	12744509	[Seite]	1	048258784
12663233	MB	Tel-Aviv	1945-10-12	9	41	12663239	Seite 6	1	048258784
12957171	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-09			12957308	Seite 5	1	048258784
12687753	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-02			12687762	Seite 7	1	048258784
12749850	MB	Tel-Aviv	1944-09-08	8	36	12745057	Seite 2	1	048258784
12762971	MB	Tel-Aviv	1949-08-05	13	31	12758426	Seite 5	1	048258784
12687841	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-04			12687861	Seite 16	1	048258784
12957168	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-07			12957246	Seite 13	1	048258784
12899885	MB	Tel-Aviv	1978-06-02	46	21	12900053	Seite 5	1	048258784
12769171	MB	Tel-Aviv	1956-12-21	24	51	12766894	Seite 3	1	048258784
12867338	MB	Tel-Aviv	1959-11-13	27	46	12867341	Seite 3	1	048258784
12749847	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1941-06-13	5	24	12741091	Seite 2	1	048258792
12762978	MB	Tel-Aviv	1949-09-22	13	38	12758507	Seite 15	1	048258784
12687699	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-01			12687710	Seite 9	1	048258784
12842969	MB	Tel-Aviv	1969-04-11	37	15	12842975	Seite 3	1	048258784
12687938	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-05			12687949	Seite 9	1	048258784
12769083	MB	Tel-Aviv	1951-06-08	15	23	12760691	Seite 8	1	048258784
12744452	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1941-01-10	5	2	12740883	Seite 2	1	048258792
12849291	MB	Tel-Aviv	1952-02-15	16	7	12849293;12849295	Seite 2;Seite 4	2	048258784
13066326	Bericht an den ... Zionistenkongress und an den Council der Jewish Agency for Palestine in ...	Jerusalem	1935			7063461	Seite 49	1	448724782
12865355	MB	Tel-Aviv	1955-08-12	23	32	12865650	Seite 7	1	MB_1955_20221022_B_1955_32
12663146	MB	Tel-Aviv	1945-08-10	9	32	12663150	Seite 4	1	048258784
12742440	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-11-29	4	47	12740834	Seite 5	1	048258792
12688344	MB	Tel-Aviv	1946-03-01	10	9	12688347	Seite 3	1	048258784
12957488	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1933-12			12957160	Seite 14	1	048258784
12769114	MB	Tel-Aviv	1951-12-21	15	51	12760959	Seite 3	1	048258784
12849407	MB	Tel-Aviv	1952-05-16	16	19	12849410;12849418	Seite 3;Seite 11	2	048258784
12749869	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1941-06-27	5	26	12741117	Seite 6	1	048258792
12769064	MB	Tel-Aviv	1951-02-09	15	6	12760503	Seite 5	1	048258784
12867218	MB	Tel-Aviv	1959-08-21	27	34	12867222	Seite 3	1	048258784
12762947	MB	Tel-Aviv	1949-02-11	13	6	12758161;12758164	Seite 6;Seite 9	2	048258784
12749825	MB	Tel-Aviv	1944-04-13	8	15	12744846	[Seite]	1	048258784
12749845	MB	Tel-Aviv	1944-08-04	8	31	12745021	Seite 2	1	048258784
12762886	MB	Tel-Aviv	1948-09-10	12	37	12757933	Seite 8	1	048258784
12749844	MB	Tel-Aviv	1944-07-28	8	30	12745016	Seite 8	1	048258784
12866417	MB	Tel-Aviv	1957-08-09	25	32	12866132	Seite 2	1	048258784
12773237	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1943-02-12	7	7	12750832	Seite 3	1	048258792
12744461	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1941-02-14	5	7	12740935	Seite 5	1	048258792
12769068	MB	Tel-Aviv	1951-03-09	15	10	12760544	Seite 4	1	048258784
12769101	MB	Tel-Aviv	1951-09-28	15	39/40	12760859	Seite 8	1	048258784
12775167	MB	Tel-Aviv	1958-03-21	26	12	12775216	Seite 5	1	048258784
12688353	MB	Tel-Aviv	1946-03-08	10	10	12688360	Seite 7	1	048258784
12762882	MB	Tel-Aviv	1948-08-13	12	33	12757897	Seite 8	1	048258784
12762861	MB	Tel-Aviv	1948-03-19	12	12	12757695	Seite 5	1	048258784
12749853	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1941-06-20	5	25	12741110	Seite 8	1	048258792
12859380	MB	Tel-Aviv	1954-03-19	22	12	12859388	Seite 8	1	048258784
12755935	MB	Tel-Aviv	1947-01-17	11	3	12745221;12745222	Seite 5;Seite 6	2	048258784
12769099	MB	Tel-Aviv	1951-09-14	15	37	12760838;12760841	Seite 7;Seite 10	2	048258784
12775119	MB	Tel-Aviv	1958-01-24	26	4	12775141	Seite 6	1	048258784
12836660	MB	Tel-Aviv	1964-03-13	32	11	12836662	Seite 2	1	048258784
12893529	MB	Tel-Aviv	1976-07-16	44	28	12893608	[Seite]	1	048258784
12688295	MB	Tel-Aviv	1946-01-25	10	4	12688301	Seite 6	1	048258784
12766398	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-06-05	6	23	12741540	Seite 2	1	048258792
12762901	MB	Tel-Aviv	1948-12-30	12	52	12758093	Seite 4	1	048258784
12742372	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-02-09	4	6	12740433	Seite 9	1	048258792
12929028	MB	Tel-Aviv	1982-03-12	50	11	12929030;12929037	[Seite];Seite 6	2	048258784
12755970	MB	Tel-Aviv	1947-06-05	11	23	12745454;12745453	Seite 9;Seite 10	2	048258784
12926797	MB	Tel-Aviv	1979-02-16	47	7	12926801;12926805;12926806	Seite 3;Seite 7;Seite 8	3	048258784
12749818	MB	Tel-Aviv	1944-02-25	8	8	12744779	Seite 3	1	048258784
12756000	MB	Tel-Aviv	1947-11-28	11	48	12745722	Seite 2	1	048258784
12663260	MB	Tel-Aviv	1945-11-02	9	44	12663263	Seite 3	1	048258784
12744448	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-12-20	4	50	12740860	Seite 4	1	048258792
12762951	MB	Tel-Aviv	1949-03-11	13	10	12758203	Seite 4	1	048258784
12663333	MB	Tel-Aviv	1945-12-21	9	51	12663337;12663340	Seite 4;Seite 7	2	048258784
12769149	MB	Tel-Aviv	1956-07-13	24	28	12766677;12766678	Seite 4;Seite 5	2	048258784
12766407	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-07-24	6	30	12741616	Seite 7	1	048258792
12663195	MB	Tel-Aviv	1945-09-14	9	37	12663197	Seite 2	1	048258784
12749783	MB	Tel-Aviv	1943-12-24	7	52	12744679	Seite 2	1	048258784
12938567	MB	Tel-Aviv	1995	63	108	12938607	Seite 5	1	048258784
12749779	MB	Tel-Aviv	1943-11-26	7	48	12744638	[Seite]	1	048258784
12749864	MB	Tel-Aviv	1944-12-15	8	50	12745172	Seite 3	1	048258784
12892976	MB	Tel-Aviv	1973-05-11	41	18	12893064;12893068	Seite 4;Seite 8	2	048258784
12762825	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-03-06	6	10	12741427	[Seite]	1	048258792
12930507	MB	Tel-Aviv	1983-02-11	51	6	12930579;12930580;12930582	Seite 2;Seite 3;Seite 4	3	048258784
12765389	MB	Tel-Aviv	1950-03-24	14	12	12760020	Seite 2	1	048258784
12957173	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-10			12957350	Seite 7	1	048258784
12663110	MB	Tel-Aviv	1945-07-13	9	28	12663112	Seite 2	1	048258784
12688457	MB	Tel-Aviv	1946-05-17	10	20	12688465	Seite 8	1	048258784
12762959	MB	Tel-Aviv	1949-05-13	13	19	12758296	Seite 7	1	048258784
12749848	MB	Tel-Aviv	1944-08-18	8	33	12745041	Seite 4	1	048258784
12762980	MB	Tel-Aviv	1949-10-12	13	40-41	12758531	Seite 11	1	048258784
12755990	MB	Tel-Aviv	1947-10-17	11	42	12745658;12745663	Seite 4;Seite 9	2	048258784
12742433	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-10-15	4	41	12740760;12740761	Seite 5;Seite 6	2	048258792
12865342	MB	Tel-Aviv	1955-05-13	23	19	12865542;12865543	Seite 4;Seite 5	2	MB_1955_20221022_B_1955_19
12927187	MB	Tel-Aviv	1981-02-13	49	6	12927240;12927243	Seite 3;Seite 6	2	048258784
12927631	MB	Tel-Aviv	1982-01-15	50	3	12927638;12927643	Seite 3;Seite 8	2	048258784
12749851	MB	Tel-Aviv	1944-09-15	8	37/38	12745074	Seite 10	1	048258784
12849302	MB	Tel-Aviv	1952-02-22	16	8	12849304	Seite 2	1	048258784
12742425	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-09-13	4	37	12740730	Seite 6	1	048258792
12769107	MB	Tel-Aviv	1951-11-18	15	46	12760917	Seite 6	1	048258784
12688706	MB	Tel-Aviv	1946-11-01	10	44	12688710	Seite 4	1	048258784
12893526	MB	Tel-Aviv	1976-06-25	44	25	12893585;12893590;12893591	Seite 2;Seite 7;Seite 8	3	048258784
12688771	MB	Tel-Aviv	1946-12-20	10	51	12688778	Seite 7	1	048258784
12762961	MB	Tel-Aviv	1949-05-27	13	21	12758313;12758315	Seite 2;Seite 4	2	048258784
12933300	MB	Tel-Aviv	1984-05-25	52	21	12933307	Seite 7	1	048258784
12755979	MB	Tel-Aviv	1947-08-01	11	31	12745546	Seite 8	1	048258784
12762851	MB	Tel-Aviv	1948-01-09	12	2	12757583	Seite 3	1	048258784
12762796	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1941-09-12	5	37	12741214;12741216	Seite 4;Seite 6	2	048258792
12762981	MB	Tel-Aviv	1949-10-21	13	42	12758537;12758539;12758541	Seite 4;Seite 6;Seite 8	3	048258784
12865339	MB	Tel-Aviv	1955-04-22	23	16	12865518	Seite 4	1	MB_1955_20221022_B_1955_16
12866402	MB	Tel-Aviv	1957-05-10	25	19	12866005	Seite 7	1	048258784
12773209	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-08-14	6	33	12741643	Seite 7	1	048258792
12688415	MB	Tel-Aviv	1946-04-19	10	16	12688419	Seite 4	1	048258784
12663302	MB	Tel-Aviv	1945-11-30	9	48	12663303	[Seite]	1	048258784
12755937	MB	Tel-Aviv	1947-01-31	11	5	12745245	Seite 9	1	048258784
12769097	MB	Tel-Aviv	1951-09-07	15	36	12760824	Seite 2	1	048258784
12775169	MB	Tel-Aviv	1958-02-21	26	8	12775182	Seite 3	1	048258784
12866418	MB	Tel-Aviv	1957-08-16	25	33	12866146	Seite 7	1	048258784
12749833	MB	Tel-Aviv	1944-05-26	8	21	12744917	Seite 14	1	048258784
12742424	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-09-06	4	36	12740711	Seite 4	1	048258792
12865344	MB	Tel-Aviv	1955-05-27	23	21	12865556;12865560;12865562	Seite 2;Seite 6;Seite 8	3	MB_1955_20221022_B_1955_21
12779527	MB	Tel-Aviv	1958-11-14	26	46	12779587;12779588	Seite 5;Seite 6	2	048258784
12765446	MB	Tel-Aviv	1950-12-15	14	50	12760416	Seite 4	1	048258784
12663173	MB	Tel-Aviv	1945-08-31	9	35	12663177	Seite 4	1	048258784
12762852	MB	Tel-Aviv	1948-01-16	12	3	12757599	Seite 8	1	048258784
12854108	MB	Tel-Aviv	1953-12-18	21	51	12854120	Seite 3	1	048258784
12688560	MB	Tel-Aviv	1946-07-26	10	30	12688566	Seite 6	1	048258784
12887560	MB	Tel-Aviv	1971-03-05	39	10	12887683	Seite 2	1	048258784
12930689	MB	Tel-Aviv	1983-06-24	51	24	12930768;12930774;12930775	[Seite];Seite 7;Seite 8	3	048258784
12859446	MB	Tel-Aviv	1954-05-07	22	19	12859448	Seite 2	1	048258784
12769124	MB	Tel-Aviv	1956-01-27	24	4	12766446	Seite 4	1	048258784
12769084	MB	Tel-Aviv	1951-06-15	15	24	12760702	Seite 2	1	048258784
12893841	MB	Tel-Aviv	1977-07-01	45	25	12894077;12894079	[Seite];Seite 3	2	048258784
12865327	MB	Tel-Aviv	1955-01-14	23	2	12865418;12865420	Seite 4;Seite 6	2	MB_1955_20221022_B_1955_02
7413548	Yediʿot shel Irgun Yotsʾe Shlezyah ʿIlit be-Yiśraʾel	Tel-Aviv	1965-05		2	7413552	Seite 4	1	363670262
12755934	MB	Tel-Aviv	1947-01-10	11	2	12745209	Seite 4	1	048258784
12765423	MB	Tel-Aviv	1950-09-01	14	35	12760278	Seite 4	1	048258784
12663164	MB	Tel-Aviv	1945-08-24	9	34	12663166	Seite 2	1	048258784
12927594	MB	Tel-Aviv	1981-12-25	49	48	12927604	Seite 2	1	048258784
12845777	MB	Tel-Aviv	1975-07-18	43	29	12845781;12845782	Seite 4;Seite 5	2	048258784
12930699	MB	Tel-Aviv	1983-09-07	51	34/35	12930857;12930859;12930867;12930869	Seite 10;Seite 12;Seite 20;Seite 22	4	048258784
12773239	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1943-02-26	7	9	12750850	Seite 3	1	048258792
12662871	MB	Tel-Aviv	1945-01-19	9	3	12662879	Seite 8	1	048258784
12865370	MB	Tel-Aviv	1955-12-09	23	49	12865789;12865790	Seite 9;Seite 10	2	MB_1955_20221022_B_1955_49
12762871	MB	Tel-Aviv	1948-05-28	12	22	12757797	Seite 7	1	048258784
12937928	MB	Tel-Aviv	1990-05	58	58	12937976	Seite 10	1	048258784
12885968	MB	Tel-Aviv	1970-01-09	38	2	12885999	Seite 2	1	048258784
12755962	MB	Tel-Aviv	1947-05-02	11	18	12745386	Seite 5	1	048258784
12773217	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-10-02	6	40	12741704	Seite 5	1	048258792
12849331	MB	Tel-Aviv	1952-03-14	16	11	12849334;12849335	Seite 3;Seite 4	2	048258784
12933498	MB	Tel-Aviv	1984-09-14	52	37	12933504;12933506	Seite 6;Seite 8	2	048258784
12688260	MB	Tel-Aviv	1946-01-04	10	1	12688267	Seite 7	1	048258784
12724059	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-04			12723177	Seite 13	1	048258784
2424667	Jüdische Weltrundschau	Jerusalem	1939-05-12	1	9	2424877	[Seite]	1	issue-35431
12859329	MB	Tel-Aviv	1954-02-12	22	7	12859333;12859337	Seite 4;Seite 8	2	048258784
12769129	MB	Tel-Aviv	1956-02-24	24	8	12766485	Seite 7	1	048258784
12853870	MB	Tel-Aviv	1953-06-26	21	26	12853898;12853902	Seite 2;Seite 6	2	048258784
12765445	MB	Tel-Aviv	1950-12-08	14	49	12760406	Seite 3	1	048258784
12765422	MB	Tel-Aviv	1950-08-25	14	34	12760272	Seite 7	1	048258784
12762955	MB	Tel-Aviv	1949-04-07	13	14	12758247	Seite 4	1	048258784
12688446	MB	Tel-Aviv	1946-05-10	10	19	12688456	Seite 10	1	048258784
12927297	MB	Tel-Aviv	1981-05-06	49	17	12927348	Seite 8	1	048258784
12762975	MB	Tel-Aviv	1949-09-02	13	35	12758467	Seite 6	1	048258784
12755940	MB	Tel-Aviv	1947-02-21	11	8	12745277;12745279	Seite 8;Seite 10	2	048258784
12765430	MB	Tel-Aviv	1950-10-13	14	41	12760330	Seite 3	1	048258784
12755971	MB	Tel-Aviv	1947-06-13	11	24	12745461	Seite 6	1	048258784
12765380	MB	Tel-Aviv	1950-02-10	14	6	12759954	Seite 10	1	048258784
12769168	MB	Tel-Aviv	1956-11-30	24	48	12766863	Seite 4	1	048258784
12765379	MB	Tel-Aviv	1950-02-03	14	5	12759937	Seite 4	1	048258784
12854109	MB	Tel-Aviv	1953-12-25	21	52	12854134	Seite 8	1	048258784
12762877	MB	Tel-Aviv	1948-07-09	12	28	12757849	Seite 5	1	048258784
12755985	MB	Tel-Aviv	1947-09-12	11	37-38	12745618	Seite 14	1	048258784
12762964	MB	Tel-Aviv	1949-06-17	13	24	12758348	Seite 2	1	048258784
12765413	MB	Tel-Aviv	1950-07-07	14	27	12760200	Seite 10	1	048258784
12724078	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-07			12723285	Seite 6	1	048258784
12762813	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1941-12-26	5	52	12741339	Seite 7	1	048258792
12773250	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1943-05-14	7	20	12750953	Seite 7	1	048258792
12899872	MB	Tel-Aviv	1978-02-10	46	6	12899929	Seite 5	1	048258784
12926935	MB	Tel-Aviv	1979-06-08	47	22	12926936	[Seite]	1	048258784
12893109	MB	Tel-Aviv	1973-06-29	41	25	12893156	[Seite]	1	048258784
12860952	MB	Tel-Aviv	1954-11-12	22	46	12860960	Seite 8	1	048258784
12769078	MB	Tel-Aviv	1951-05-18	15	20	12760654	Seite 4	1	048258784
12866941	MB	Tel-Aviv	1959-01-30	27	5	12866948	Seite 7	1	048258784
12859506	MB	Tel-Aviv	1954-06-18	22	25	12859509	Seite 3	1	048258784
12840383	MB	Tel-Aviv	1965-08-20	33	34	12840385	Seite 2	1	048258784
12755943	MB	Tel-Aviv	1947-03-14	11	11	12745303	Seite 3	1	048258784
12755982	MB	Tel-Aviv	1947-08-22	11	34	12745579	Seite 8	1	048258784
12755993	MB	Tel-Aviv	1947-10-24	11	43	12745669	Seite 4	1	048258784
12845719	MB	Tel-Aviv	1975-06-06	43	23	12845723	Seite 4	1	048258784
12902741	MB	Tel-Aviv	1980-06-13	48	22	12902920;12902922	Seite 2;Seite 4	2	048258784
12885658	MB	Tel-Aviv	1967-06-23	35	24	12885660;12885665	Seite 2;Seite 7	2	048258784
12773252	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1943-05-28	7	22	12750968	Seite 4	1	048258792
12762870	MB	Tel-Aviv	1948-05-21	12	21	12757786	Seite 5	1	048258784
12773263	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1943-08-06	7	32	12751058	Seite 4	1	048258792
12842994	MB	Tel-Aviv	1969-04-25	37	17	12842999	Seite 5	1	048258784
12903102	MB	Tel-Aviv	1980-12-26	48	45/46	12903126	Seite 7	1	048258784
12769108	MB	Tel-Aviv	1951-11-23	15	47	12760924	Seite 4	1	048258784
12930693	MB	Tel-Aviv	1983-07-22	51	28	12930806	Seite 7	1	048258784
12727505	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1938-12		5	12724683	Seite 9	1	048258784
12866434	MB	Tel-Aviv	1957-11-30	25	48	12866286	Seite 4	1	048258784
12867174	MB	Tel-Aviv	1959-07-17	27	29	12867178	Seite 4	1	048258784
12866425	MB	Tel-Aviv	1957-10-14	25	41/42	12866226;12866230	Seite 2;Seite 6	2	048258784
