date	pub	page_id	window
1941-08-15	pls	pls19410815-01.1.3	…g . House wardens on Hadar Hacarmel who have not _registered with the Jewish AJR . P . organisation are requested to do so immediately ! at the nearest A . R . P , post . JUMP THROUGH HOSPITAL WINDOW HAIFA , Thursday — A life prisoner who was detained at the Government Hospital here for treatment was committed for trial to the District Cou : rt by the Examining Magistrate , Rizek Eff . Halazoun , today , when he was charged with attempting to escape . The prisoner , Amin Da…
1941-08-19	pls	pls19410819-01.1.1	…precision balances , testing instruments , scientific re-agents — in fact that stands beeverything tween haphazard production and the output of first-class goods . Medical Appliances Hadassah and the Government Hospital at Haifa have nt medical appliances , and gathered round them there is a wide display of pharmaceutical articles so far removed from the patent medicine standard that they convey ! nothing to the layman , who…
1941-09-04	pls	pls19410904-01.1.3	…ided with a train in the Haifa : Bay shortly after 4 o clock this afternoon . The driver of the truck sustained concussion of the brain and Pnina Mager , an employee at the Electric Wire Works im the Haifa who Bay , was travelling in the lorry , was injured in the head . The woman was taken to the Hadassah HospiuJ and the driver to the Government Hospital . _Diridend . — A fiuei dividend amounting to 100 mils will be distributed by thie Officia l _Receiver to the creditors of the Bark der _Tem-pelge . _sellsclhaft iBank of the Temple Society > Ltd . a…
1941-09-16	pls	pls19410916-01.1.3	…yrian Government for the regulation of communications between the two countries . Accident . — . A _hit-and-rrun .. driver knocked down and seriously injured Mussa Ali el Haj Ai-ad in Nazareth Road . Haifa , on Sunday afternoon . The victim was taken to tro Government Hospital ami the Police arc searching for the ear . the number of which has been noted . insurance . — Latest war ri _c k _rates for round between tine voyages Eastern U . S . A . and Africa and the Middle Ea…
1941-09-26	pls	pls19410926-01.1.3	… F A _¥ I l >! : i * I I I ! / I I . i V _& , ¦ ¦ ¦ ¦ - _ \ > / / ¦ . A - NEWS N BR _PP Accident . — A hit-and-run driver knocked down and- seriously injured Patmah Khalil Abdallah in Nazareth Road , Haifa , _yesterday morning . The woman was taken bo the Government Hospital and the driver is being sought . Refugees . — A further 55 refugees from the S . S . Patria were released from , the Athlit Clearance Camp yesterday . Opium . —For being in possession of 14 kilograms…
1941-09-29	pls	pls19410929-01.1.3	… Gazette . _Ae-cidcnt . — Abdu Rahim Halil Masri was knocked down by a taxi on Jaffa Road , and Seha Maris Abdallah , a four-year-oll girl , . vas injured by a military motorcycle in Nazareth Road in Haifa en Friday . Both were brought to the Government Hospital . Spirit . — Ten sailors who were arretted oh Friday night in Haifa for being drunk and absent from their ship without leave , were brought before tbe Chief Magistrate , Mr . S . \ V . Weldon in Hafa…
1941-10-03	pls	pls19411003-01.1.3	…al was held this morning at the Jewish Cemetery . Alhades came from Salonika and leaves parents in Haifa . Ahmed Ali ( 35 ) was knocked down and seriously injured by a car some four kilometres out of Haifa on the Nazareth Road at 1 o clock this afternoon . A Red Shield Ambulance took him to the Government Hospital here where he was detained for treatment . SMASHED IN PLAY HAIFA . Thursday . — A truck was smashed and a wall was damaged when a boy playing on a truck which was parking in Tabor Street , Hadar Haca…
1941-10-07	pls	pls19411007-01.1.3	…. _Kassab Farhan Karaji , from Trans- J or dan , who had entered illegally for a second time was sentenced to three months in _prison and recommended for deportation . Tne cases were heard before the Haifa Chief Magistrate Mr . S . W . Weidon on Saturday . Burned . — An Arab woman , Miri el Ali oif Wadi Rushmia Quarter , Haifa , was brought to the Government Hospital in a serious condition after she had poured petrol over herself and set fire to her clothing on Sunday . Fire _Engine . — The new LP . 1500 , fire engine of the Hadar Hacarmel volunteer Fire Brigade …
1941-12-16	pls	pls19411216-01.1.2	…f Secretary , Mr . J . R . M . i _. -pher-son ,, has returned from a : fi _. -. iday and resumed his c ,. .. _ltrs Mr . Ma ; £ nerson was L : _\ _-: . . - \ a for a fort : - at . The President of the Haifa Dis _^ - tr : * Court . Judge W . _Ciive Curry , WJ is on sick leave at the Government Hospital , HaifaMr . Martin Agronsky , Correspondent of the N- , ; onaj . Broadcasting ( .. .. -npany of New York , left Cairo by air on Sunday for Singapore . -v . A reception in honour of the American deleg…
1942-01-13	pls	pls19420113-01.1.3	…rg , was witnessed by his mother who was cycling next to him at Kiriat Hai n this morning-, when a passing lorry knocked the boy from his bicycle , killing him instantly . _fTne body was taken to the Government Hospital and the funeral held during the afternoon . The father of the dead boy is a housepainter at present working near Nathanya , who has lived in Haifa and Kiriat Haim for the past 17 years . The family has a second son , aged six . MECCA , Monday ( ANA . ) — Chinese Moslems who have taken part in the pilgrimage ceremonies this year had a long and a…
1942-01-20	pls	pls19420120-01.1.3	…llage , were sentenced to three months imprison _, ment by the District Court , composed of Acting President Bourke and Judge Shams , here on Thursday . _— _^ S ! =- ! - = - == a MOTORCYCLIST INJURED HAIFA , Monday- — An Army suffered two broken motorcyclist legs when he collided with an army truck in Jaffa Road here yesterday . He was taken to Government Hospital . P . O . Played to 15 , 000 In _Efifvpt MUSIC FOR TROOPS TEL AVIV , Monday . — The Chamber Ensemble of the Pales - tine Symphony Orchestra returned home today after giving 14 concerts in 12 ddurin a…
1942-01-27	pls	pls19420127-01.1.3	…n a room at the _Lydda Railway Station where they slept last nigtit . iKairia Sayid _(]¦!>) who was burned when a primus overturned in her home in Manshieh Quarter is also in a critical coiudition at Government Hospital here . One D _£ 3 fl „ F © _tir Hurt Sif H _^ _ffa _AceMAnt _^ HAIFA , _Monday . — One - per son was fatally injured , and two seriously _^ and two others slightly hurt in three accidents * during the last 24 hoursin and near Haifa . While at work : at the port at 8 o…
1942-01-27	pls	pls19420127-01.1.3	…down by a -number 6 bus on Stanton Street , last night . One of themMoham- , med Mahmud Katim , was seriously injured while the second , Hassan Mahmud suffered only minor injuries . They , are at the Government Hospital . This morning , two men from Gor-don-la Settlement who were driving a cart were _struck ard injured by a truck near Tirah between Athlit and Haifa . They are Moshe Liquornick ( 20 ) who suffered head wounds and was taken to the Hadassah Hospital , and Zvi . _Vevent-ah , who suffered only mimor injuries . The accident toll continues to rise and …
1942-01-29	pls	pls19420129-01.1.3	…al Council ( Vaad Leumi ) of Palestine Jews , Mr . I . Ben Zvithe of Tel AvivMr . ; Mayor , I . Pokachand the Chairman of the ; Union of Local Councils , Mr . Y . Gorodissky . FSCAPFlVLIFFR ^ APTimED HAIFA , Wednesday . — Hardi Ahmed Karkash , an absconded convict who was serving a life sentence and escaped from custodv - at Government Hospital last July , was caught and committed for trial at the Haifa District Court by the Magistrate , Mr . Zaki Deiani , here yesterday . SIX MONTHS FOR HASHISH TIBERIAS , Wednesday . — For being in possess…
1942-02-16	pls	pls19420216-01.1.3	…tion . PLAGUE PRECAUTIONS AT ACPE ACRE , Sunday .. — Followina case of _ula _^ ue cong tracted by a police _sergeant here , all members of _, the Police Force in this area are beininoculated at the g Government Hospital in Haifa where a special department has been opened for this purpose Rat trhave been distriaps buted to the population iiere and the public is a sain warned not to touch dead rats but any to report the find i…
1942-02-17	pls	pls19420217-01.1.3	… He left a widow and child . . . STABBED THKFfE TIMES hrobbers who took lA . T . i y from him on Saturday night , Mahnioud IMohamm ^ d AH Aswadi , a butcher in the Old City in Terusalem , died at the Government Hospital , on Sunday evening . ALSO ATTACKED BY FOOTPADS wa , Alfiei Frie-1-mana wa . -ter at the , Europe Cafe in Haifa , but the aftermi :: night thief f 1 -. -i when twi -aldiers heard his Help ! and double-quicked to the scene ... A THIRD ASSAULT resulted in the arrest in Haifa on Sunday night of Ali _ Mohammed Sou…
1942-02-19	pls	pls19420219-01.1.3	… by , the Local Council . Development of the land before buildinar will cost LP 1 , 000 . * * •} :- Jumping from a moving car on the Nazareth Road _between the Acre crossroads and the Shell Bridge in Haifa , Oudeh Ahmed ( 40 ) of Yitmah village near Nablus fell and was fatally injured . He died later at Government Hospital On the same road yesterday morning , Jetty Epstein ( 28 ) , wife of a Palestinian constable , was seriously injured and taken to the Hadassah Hospital in Haifa . . . A 14-month-old infant crawled out…
1942-02-19	pls	pls19420219-01.1.3	…. committed theft in Rishon LeZion , was tried by the Magistrate in _Rahovoth , and wis sentenced to a further term SYSTEMATIC ANTI-PLAGUE CAMPAIGN 7 , 395 RATS DESTROYED IN HAIFA False Raid Alarm In Haifa Bav HAIFA , Wednesday . —The condition of the Police Ser- ; geant from Acre who contracted plague last week , is _improving at the . Government Hospital here . I _Prophylactic measures against the spread of the disease are being systematically applied by the Health Authorities , which include anti-plague inoculations , the disinfection of threatened …
1942-02-26	pls	pls19420226-01.1.3	…ECIAL BARGAINS I P . O . B . 1846 . PHONE 4 <> 63 , j TEL AVIV : Petach Tikva Rd . I GOVERNMENT OF PALESTINE Department of Health Tenders are invited for the supply of : — 1 . Sterilized Milk to : at Government Hospital , Haifa . b ) Watan Hospital , Nablus . 2 . Fresh ( Cow s ) Milk to : a J Government Hospital , Jerusalem b ) Government Mental Hospital , Xo . 1 Bethlehem c ) Government Mental Hospital , No . 2 Beit -Jala …
1942-03-04	pls	pls19420304-01.1.3	…ere fined from 100 mils to LPS by tne Haifa Magistrate Zaki Bey Dajani , yesterday . * * * SCALDED by boiling liquid which was upset from a sauce-18-mo . nth-old Omar Abu pan , Zeid died at the Jaffa Government Hospital yesterday Internal and head injuries were suffered by S . leiman Saleh in Haifa when a truck knocked him down in Haifa vesterday . The driver . Arnold Gutman , was released on bail . * * * AN EX-POLICEMAN should know better than to take the law into his own hands , said the Tel Aviv Magistrate , Mr . Kantrowitz , whe…
1942-03-19	pls	pls19420319-01.1.3	…ed Ceskoslovensky Zpavodaj at the Czech Consulate Printing Press in Jerusalem , according to today s Palestine Gazette . * * * _, A Samaritan ( member of the Samaritan community at Nablus who died at Government Hospital in Haifa two days ago is still unburied , as the Moslems he is not a Moslem say a rod the Jews he is not a say Jew . The Jewish Community Council is- believed to be making arrangements to have him buried at i…
1942-03-22	pls	pls19420322-01.1.3	… be the . ft g of the Tnuva Farm Product Cooperative Marketing Association to the famines of Jewish soldiers , made through the Jewish Soldiers Welfare Fund , Tnuva decided at it- innual ¦ meeting in Haifa last week . -: • : • * * A PRIMUS which loded exp in Haifa on Friday night fatally injured Hamid . e Ali lAbclu Ali ( 18 > . She was taken to Government Hospital , where she died shortlaftery ward . * * * A bus driver who charged a one mil for the Repassenger demption Fund was acquitted by the Magstrate , Mr . H . Rosenzweiin Tel Aviv on Friday g , of a charg…
1942-03-31	pls	pls19420331-01.1.3	…al , has made a tour of inspection of the Jewish Railway Police , accompanied by Mr . James and other police officers . * * * iFOur--old Halee Bint year Ahud Halaby was struck by an Army lorry on the Haifa-Naza reth highway yesterday afternoon and taken to the Government Hospital in a critical • condition How to take rare of children of kindergarten aee is explained in a new pamphlet issued by the Jewish AJl P . _Association in Haifa . * « - * ¦ * * Chocolate and _cigarettes …
1942-04-19	pls	pls19420419-01.1.3	…-: * . ¥ ¦ ¦ | ] I i \ FromDan-to ! Bpprsheha \ TODAYS POST BAG j GREEK soldier whose A motorcycle collided with a near Kfar Yona died inorry stantly one day last week Once again a primus exploded in Haifa on Tl . :. rsday . . seriously injuring two-year-old Hanah Mohammed Hawa , At Government Hospital , her condition 13 described as critical . * * * * T ttok the cloth from the windlow to prevent others from stealing ; it , pleaded Saadla Sha ar when brought , up before the Magistrate at Nathanya f…
1942-04-22	pls	pls19420422-01.1.2	…f , Moussorgsky , Kouguelle , Glinka , Dargomissky and Rubinstein . BIRTH CLEVERDON SKELLON — To Elizabeth ( . nee Best ) , wife of _F-Lt . Richard Cleverdon SkellonR . AF . on April 20 , 1942 . at , Government Hospital , Haifa , — a daughter , Elizabeth Angelene . The Heatid Bookshop , 2 Hassolel St ., Jerusalem invites its customers to inspect the very large choice of fiction and _scientific books which have just arrived …
1942-04-26	pls	pls19420426-01.1.2	…LHORN — To Elisabeth ( n _ e Nussbaum ) , wife of Mr . Max _Bilhorn , of Kinnereth , at the Moladah _Hosnital , Mt Carrnol on April 22 , 1942 — a daughter . JOHNS — to Molly , wife of CN , Johns , at Government Hospital , _Jerusalem , a son . The additional feature during evening performances th :. > week at the Armon Theatre , Haifa , is- The Red Cros _* in Action . ( Advt . ) New Venture in Cooperative Kitchens The u i _2 o Hostel on Yarkon Before leaving Palestine St . LsU > be the seat of a new , after a s visitVisfortnight ,…
1942-04-27	pls	pls19420427-01.1.3	… _working . Aiemed Jardi was a _^ so injureo _Three-year-t / M Naji _^ Knoury was seriously injured -. vhen he fell from the first floor balcony of his parents house • ri theWadi Nisna . s Quarter of Haifa on Saturday . He was taken to Government Hospital . ht--old Beduin Aa eigyear girl Zeita Bint Saiameh il OukX was killed instaneanously on Fridav afternoon or . the Ness Ziona road when she tried to _iumo onto a passing lorry * * The- funeral took p…
1942-05-26	pls	pls19420526-01.1.3	… man of 90 and two policemen brothers yesterday . Hussein Khaki _Kalabiye , of Bethlehem , suffered burns on Sunday when his kumbaz caught fire from a burning _a primus set upon the floor . Redied at Government Hospital the following morning . In Haifa , a primus exploded . and fatally burnt _Yassuf and Ahmed Hai Mus + apha . two constables who lived together in Iraq Street . Another fatality , was 13-month-old _Shuiamith Ben Zeev . _u-iio climbed …
1942-06-11	pls	pls19420611-01.1.2	…s hi . s partners Jack . Nothing can now stop West from collecting the setting trick . B I R T H BRENNAN — To Anne ( _Siee _CTHalloran ) , wife of British Inspector J . Brennan , -on June 10 , at the Government Hospital , Haifa — a son . BRIDGE A Rattle for _Communications BJ _ERUSALEMTTE y S . Kj lu if . A 10 4 y D . 98 4 A K . i r , • S . 8 6 3 j N = ? , 9 f , 4 H - K _^ JS _ ui _c P 7 0 D . Aid E _3 - K 7 5 ( . _]() 9 7 …
1942-06-17	pls	pls19420617-01.1.2	…een Mr . Arthur Meo of Jerusalem , and Aida , daughter of Mr . Jacob of Jaffa . Samoury * The marriage , took place in Haifa yesterday between Mr . Erich Wald of Tel Aviv and Mrs . Margot Neuman , of Haifa . Obituary MRS . W . M . CHRISTIE HAIFA , Tuesday . — The funeral of Mrs . W . M . Christie , who died suddenly at the Government hospital here yesterday _, was held at the Church of Scotland Cemetery in Tiberias yesterday afternoon . The wife of the Rev . Dr . Christie , Mrs . Christie had lived here for almost 50 years and was well kn…
1942-06-25	pls	pls19420625-01.1.3	…f typhoid fever have been reorted in this p district durinthe last few _g days , bringing the total for the past fortnight to 140 . ¦\ l i cases have been hospitalized _, most of , them either at the Haifa Government Hospital or the Hadassah italwhile Hosp , some patients -are receiving treatment at the French and Scots Mission Hospitals in Nazareth , the Schweitzer and Scots Mission Hospitals in Tiberias , and the Govern…
1942-06-29	pls	pls19420629-01.1.3	…stine in _IHIM . He was last week fined LP . _TOj on a charge of having profiteered on a tin of meat . | He leaves a widow and a son who is serving with the R . A . F . The latter was unable to reach Haifa in time for the funeral which took lace at 4 .. % this p afternoon from the Government Hospital , attended by friends . many I AII shops and cafes on Hadar Haoarmel weie closed from 4 to L p . m . by a decision of the Association of Merchants in haii a . Tel Aviv Council To Discuss New Election…
1942-08-13	pls	pls19420813-01.1.3	…pohce this week , states AdDifaa . He had died of natural causes A 12-year-old boy , Ahmed Diab Adeeb , broke both his legs when he fell from a wall which he had- climbed in the Wadi Salib Quarter in Haifa on Tuesday . He was taken to the Government Hospital . 0 * * After spending half of his 22 years in the custody of the Government , Pinhas Hassin was sent back to gaol for 12 months this week by the Tel Aviv Magistrate , Mr . J . Zucker nian , for havi…
1942-08-31	pls	pls19420831-01.1.3	…for the first time , after having gone to the Nathanya school for two consecutive . The Gan Yavneh years school also earned a money prize . * * * 24 ^ Within hours , buses of the No , 2 route between Haifa and N veh Shaanan met with two accidents in which two persons were injured yesterday and on Saturday ., Mrs . Miriam Rebter )> was taken to Government Hospital , * * * During an exchange of words , Khalil es-Shafi , of the Manshieh Quarter in Jaffa , raised his stick and heat his son , Subhiwho retaliated by stabbing , his parent , according to Ad-Difaa . T…
1942-09-09	pls	pls19420909-01.1.3	… 7 and 9 o clock any evening or at the A . lRJP . office in t he Old Commercial Centre between t > and 8 o clock . KNOCKED DOWN and run over while walking between two slowly moving railway 1 rucks in Haifa Port on . Monday , Yussiif Abdul Aziz , a worker there , died in the amJ _. _tilaiu-e which was taking him to the Government Hospital . * * * Taken into custodin the y early hours of the morning _wtnle loitering near an airfield in the south , Halil Hassan Abu Salek ( 23 ) , a bedouin was allegedly found to have a . German rifle an…
1942-09-16	pls	pls19420916-01.1.3	…, ussef Abdul Rahman was dey tained hy the Police between Acre and Haifa on Monday , * * * After his mother was _stabbed as a result of a quarrel , Mohammed Abdul Rahman was detained hy the police in Haifa on Monday . The woman was taken to the Government Hospital , but her condition is not serious . * * * The idemic of burglaries ep in Petah Tikva continued over the holiday week-end , and two back wheels , complete with tyres and worth about LP 80 were stolen…
1942-09-24	pls	pls19420924-01.1.3	…ovlngber ( 131 was seriously injured on the Hadar Haearm . el Quarter of Jerusalem yesterday , and was taken to Jhe - Rothschild _ital far treatHosp ment Stabbed during a l in _Khamra in quarreSquare Haifa on Tuesday night , Norer Poronkisian was taken to Government Hospital , where his condition was described as serious . Aram Kraka _^ sian was detained by t he poWce . TEL AVTV , Wednesday . — The cit * _hudsfet of LPy 700 , _OfiO for the-present year 1942 pi 3 has been…
1942-10-06	pls	pls19421006-01.1.3	…lling . GIRL KILLED BY TRUCK NATHANYA , Monday . — Fatally injured by a truck near tiie Tel Mond police-station , a 10-year old Beduin girl of the Bassat el _Falek tribe died later on Thursday in the Government Hospital at Haifa . PERSIA-AIR SERVICE IRAQ . BAGHDAD , Monday ( ANA ) . — A new air service between Persia and Iraq has ; been introduced by Iranian Airways . THE PALESTINE ORCHESTRA 1942 / 43 _SEASON 10 SUBSCRIPTION…
1942-10-07	pls	pls19421007-01.1.3	… Melacha . ( AdVtJ MAN RELIEVED KILLED BY LIGHTNING ( HAIFA ,, Tuesday * ¦— Believed to have been killed by a stroke of lightning , Hamed Abdullah Araer was found ye . sterdlay on the Acre beach near Haifa and the b : ; dy removed to the Government Hospital _mo-r . - tuary . _iThe funeral took iplaee yesterday . American Zionists _Asrainst Ichud Farewell Party To Arab Guests PARTICIPATED IN P . B . S RAMADHAN LECTURES Senior government officers , notabl…
1942-10-08	pls	pls19421008-01.1.3	… 40 _» _ILP 1 , and the owner « _- > f the wheat , Eid Abu _Hussein ( 28 ) LP 3 . They were both fired yesterday hy the Rehovot _Magistrate . Mr . S . K ass an _Though there is no bread _/ hortdge in Haifa , two loaves were stolen from the Government Hospital kitchen on Tuesday . Hassan Issan Sheikh Manas has been detained . - » m w The number of persons per room will be the key to the sliding scale according to which water rates , including taxes . are t…
1942-10-18	pls	pls19421018-01.1.3	…an Found Unconcious in Hotel The police is seeking to establish the identity of a woman who on Friday was ifound unconscious in her room at a Jerusalem hotel , and who died yesterday aternoc i in the Government Hospital . ( She came to the hotel on Thursday evening where he registered as Shoshann . a Goldberg , giving a Haifa address which later turned out to he fictitious . When she failed to put in an appearance on Friday morning an employee entered her room and .. otmd her unconscious . Transferred to the Hospital , sh…
1942-11-08	pls	pls19421108-01.1.3	… thus saving paper . The Bank is expected later to include Arab retailers and wholesalers as well . SMALLPOX DEATH IN HAIFA HAIFA , Saturday . — The first and so far only case of smallpox reported in Haifa has resulted in the death of two-year-old Naji Majeed , who yesterday succumbed at the Government Hospital here after a week s illness . It was established that the boy was infected while on a * visit to Damascus with his - pa rents recently . _PRIT 1 SH INSTITUTES _CHAMBER MUSIC CONCERT HAIFA , Saturday …
1942-11-17	pls	pls19421117-01.1.2	… Tours Manager Jerusalem , has * been Agency , _• _dtane-e-cli to Mt :. . ( AdvtJ ; ERRATA _Yeyerday s announcement of he birth of a . . s . _us i to Mr . and Mrs . Siiipton should have read — at the Government Hospital , Haifa , not . Jerusalem . wriere I _« J UU j . JERUSALEM . 10 a . m . to _7 > p . m . : Exhibition , . French Artists , Bezalel \ TIIi _** _-uin . 6 . : How the Fnglish Workpm his Condiitigmarr Improves ti…
1942-11-25	pls	pls19421125-01.1.2	…_^ h *» r last production , Stray Lady . and the performance will be in aid of the British War Comforts Fund . BIRTH JERVIS—To Gizella , wife of Mr CF . Jervis , on Saturday November 21 , 1942 at the Government Hospital , Haifa — a daughter , Sheila . FORTHCOMING MARRIAGE A marriag e has been arranged and . w ; U shortly take place between Bri gadier F . W de Guingand , D . S . O ., OB . _IR . ( West Yorkshire Regiment ) an…
1942-12-09	pls	pls19421209-01.1.1	…ere unhurt j and allowed to proceed . Solo- , mon and his companions were j on their to labour- ! way pay ers when attacked . Solomon was later brought to the Bethlehem Police Station and then to the Government Hospital in Jerusalem . About LP 23 in Solomon s pocket were undiscovered by tlhe robbers . He is survived by hls wife and several children . I ( Hold-up in Haifa — Page 3 ) RUST IS TINS PUBLIC ENEMY NO . l AND WATER IS RUSTS ALLY DO NOT WASH TINS IN WATER KNOX SAYS NAZIS GOT 25 PER CENT WASHINGTON , Tuesday ( UP ) . — A _sizeable _, portion of the French Flee…
1943-01-22	pls	pls19430122-01.1.2	…udes string quartets by -. Debussy and Tschai-kr-wsky and Sonata for two pianos by Mozart . BIRTH LEVI — To Eva , wife of Mr Franz Levi of Haifa , on Jan 18 , 1943 , at the Better Materni . y home ., Haifa — a _daughter . TURNER—To Joan ( nee Slay ) , wife of R VJF . Turner E . q A . S . P . Caza Division , on December 29 , 1942 , at the Government Hospital . Jerusalem — a daughter , Caroline Joan Performances- of Dr . Jekyll and Mr , Hyde at the Armon _TheA-. e , Haifa will bee . n at _(} A , Q sharp . This film is ior adults only . . ( Adrt . ) • A Ni…
