date	pub	page_id	window
1945-01-05	ahr	ahr19450105-01.2.93	"…על"" נחמני 4 לשש _י־ין על דרכי העזרה המהירה שיש '־הכיש ל""הפועל"" בהשתתפות ל. שקול‭- ' :-‬ ק וחברים ממרכזהפועל"" "" שוב דבר בחיפה זו י פ ה. יום ד‭—. ', ‬ לאחר הפסקה ארוכה חלו השבוע שוב 2 ערבים מתושבי חיפה במחלת הדבר והו־ באו אל _בית־החולים הממשלתי. מיספר האנשים שהלו עד כה בדבר בחיפה מגיע ל־2ד, מהם ‭22 —‬ מתו, 47 החלימו‭3, ‬ מוסלים בבית־החולים.…"
1945-05-09	ahr	ahr19450509-01.2.31	"…בקופת םהאטב "" ־תי אטרון• ן ן » מת ד""ר אהדי איתמר מחלה צ' קשה אצקס , אוד ?יום ןן הלוו ב' יתו מ־ותיקי נערכה הרובאים כיום בחיפה ב' מבית־החולי הניה אשת• ם רוטשילד• כינופיכ 9 _לחיילןת מסיכות ולחיילי ם, והרצאות — הערב ב־8 במועדו קונצרט ! תקליטי החייל ם ( בתוכנית ר…"
1945-05-09	ahr	ahr19450509-01.2.44	"…50 לא""י!עובדי כפר־הנוער בן־שמן‭40—‬ לא""י!וועד פועליי "" פ־אורד‭"", ‬ (רחובות) ‭50 —‬ לא""י !מורי בית־זזססר ה עובדי תיכון "" ביהח חוגים ""ר "" ליהלומים בחיפה — שיי 10 ן לא ‭"" )‬ תל־ י ־ אביב) ‭60 —‬ לא י ""י !חירות (מושב עובדים לייד תל־מונד) ‭10 —‬ לא""י ‭';‬_חברת הנוער העולה בכ…"
1945-06-10	ahr	ahr19450610-01.2.30	"…אש העירוניים וכבאים משירות־הצבא טרהו בכיבוייה לנסיבותיה — _מתנהרח חקירה. טבפ גילוי מצפות קדושיפ •חיום ב־‭31)‬ד. _ייערד _בביח־הקבוות החדש בחיפה, מכס גילוי המצבות עי קברות הקדושים־הניבורים, _שנבלו בהנג־ חם ער העם והאר־ו _בשנןת תרצ""ו — , תר צ ""ט כיגופיפ. מסיכות והר…"
1945-06-25	ahr	ahr19450625-01.2.49	…לים הציהוועד בוריים. הלאומי בפברואר , התובעות הוגשו להכיר לה החלטות במיספר בתי־תולים (האוניברסיטאי , העירוני בתל־אביב, _בית־החולים של הקהילה בחיפה, של הוועד הלאומי בטבריה, בילינסון ובית־החוליס עפולה) כמוסדות ציבוריים הראויים לתמיכה ממשלתית ב־50 אחוזים מהוצאות החזקתם…
1945-07-16	ahr	ahr19450716-01.2.36	"…ולמ (שניהם ני־ רויציים!_םונבקשים ע""י הדונם איוק (_איםאיג‭(_. ‬ נוובי•‭, '!‬ הנם_^א ברובנה, ווליז פרטים בידי פםיד, נובה, חיפה' ת ד ‭2Tb ?‬ • _קריצוסיס ממה _מוניקשיט _להת־ ק""ר עם מלנה ביונבוים, _ביח־אלפא, נקשר ?_יךיעןת מקרוביהם אברהם ס?יינ הנדיר מכ_!ארנונ התיה, רה‭, ?‬יעקב וטויק םו?נור ‭_1!‬רי_*וט, נרטה, אניה ורה?נוי…"
1945-07-20	ahr	ahr19450720-01.2.92	"…כחיח. המשלחת יי תה מררכבת מה''ה הבאים: י . בן־צכי וד""ר א. קצנלסון _מהנהלח הוועה''ל‭, 1, ‬לוין, יו""ר וועד הקהילה העברית בחיפה, ש. לוי , יו""ר הוועד־המנהל של ביה""ח ""רוטשילד"" בחיפה, והד''ר י . מאיר, המנהל הרפואי של קופת־החולים _םבדקימ ריונוסלביה ירושלים. — הנהלת הדואר מודיעה, כי חודש…"
1945-08-12	ahr	ahr19450812-01.2.61	…נת זכרדן־אחיס נפגע קשה בכל גופו, _כשהתלקחה אש בבגדיו, בעת שניקר, אותם בבנזין על־ידי פרימוס בוער, הועבר על־ידי מ, ד, א. _לבית־חולים הדסה. למרות כול המא־ מצים של הרופאים הוא מת כעבור כמה שעות. 3נחס סירק‭!'‬ ח י פה, שבת ‭— . ‬ פנחס ס י ו ק י ן חיפה, רח' _תל־חי) נדרם ונהרג היום, בפגוע בו מכרנית צבאית. האסון קרה כאשר יוד ליו משמר־הים מאוטובוס ציבורי שנסע לנהריה. גופתו נאספה אל בית־החולים הממשלתי. בן ‭. 50‬ שכתי לוי, ראש עירייה חיפה, יצא _לחרפשה לחודש ימים.…
1945-08-27	ahr	ahr19450827-01.2.44	"… ‬ עולים !שארו עוד באגייר. וייצאו ממנה מחר >יום בי‭. (‬במכוניות ""מגךד\ד־אדוםי' נאספו 44 חולים. הם נשלחו אל בתי ־ דולים בחיפה (בית החולים ‭,, ‬רוטשילד"" במעלה הכרמל"" _הדר־הכרמל , בלומנטאל וברח ‭7 ' . (‬ שמריהו :_שלחו לוי לבי ן, חולים "" בירושלים. ־ מיספר חבאי…"
1945-11-02	ahr	ahr19451102-01.2.71	…באחו המקומות ניזוק גם קת החשמל. איש לא נאסר. על הקירות בחדר־ הכרמל הודבקו בלילה כררזים ללא חתימה גם , בבחי-הזיקיק במפרץ חיפה אירעה התפוצצות. מתחת למפולת הוצאה שם גופה מרוסקת של אדם, שלפי תעודת זהות שמו הוא : יעקב גולדברג (גרינברג ‭, (?‬הגרפה נאספה אל בית־החולים הממשלתי בחיפד‭., ‬ עפולה ורהוכות על־יו עפולה פוצצו הלילה פסי מסילת־הברזל בכמה מקומות, חושבי עפולה והמשקים בסביבה שמעו ב…
1945-11-11	ahr	ahr19451111-01.2.65	"…ים בסדרי העבודה, יביאו הקלה ניכרת במרפאות. בד בבד עם המאמצים בשטח המרפאות, נעשתה פעולה להרחיב את האיש־ פוז, נוספו מיטות בביה""ח המרכזי בעמק ונפתח ביה""ח ""הכרמל"" בחיפה. כן הגדילו את מיספר המיטות בבתי ההבראה ואיפשרו לחברים רבים הב־ ראד. בבתי המרגוע על המשקים ובשני בתי המלון _בןיפת ומטולה…"
1945-12-02	ahr	ahr19451202-01.2.48	…התנגשות בין מ כ זנית וקטר בנמל חיפה חי פה שבת מכונית ובה חיילים ‭— ., ‬ מן הלגיון הערבי , התנגשה ביום ו' בקטר בשטח הנמל. ד חיילים שנפצעו, נאספו אל _בית־החולים הממשלתי. הנהג, יתודי , שנפצע אף הוא, נעצר לצורכי חקירה.…
1946-03-07	ahr	ahr19460307-01.2.45	"…ההסתדרות הציונית בסלובאקיה, יגיע בראשית השבוע הבע באני ד‭"", ‬טראנ־ סילבניד‭. "". ‬ דאעויד חגי _איבדהים ‭_33 ni'‬נו בח-פה חיפה. — ראשיו האג' א י ב ר ה י ם (ראש האגודה המוסלמית בחיפה וקופת האומה, ומנהל הניף באבק האומה הערבי בחיפה) יוה בבנו אור ליום ד‭. '‬הבו נפצע קל ובאסף אל ביה""ח הממשלתי. כפי שמוסרים אירע הסיכסוך לרגל _חביעח הבן מהאב לקבלת סכום כסף גחל. התרמת ""עוז_> — הצנזורה אסרה את הוצאת העתון ""…"
1946-03-17	ahr	ahr19460317-01.2.26	"…ם"" מוסרים: מייד עם קבלת הידיעות הראשונות על הפעולות בכיריה הפעילו סניפי ""מגן דוד אדום"" את השירותים הבאים לעזרת בירייה: מחיפה נשלחו לצפת 2 אמבולאנםים עם יחידה כירורגית ופר־ םונאל עזר מבין חברי מד""א חיפה. מירושלים יצא אמבולאנס לטבריה עם חגבורת בשביל ביה""ח ע""ש שוויצר. מכפר גלעדי — י צא אמבולאנס לצפת. מתל־אביב ומפתח־חקווח י צאר אמבו־ לאנסים לתגבורת השירות בחיפה. הסניפים בעפו…"
1946-06-16	ahr	ahr19460616-01.2.50	…התנקשות בקצין מחוז חיפה שבת אלמוני ניסר להתנ ‭-. — ., ‬ קש בליל שבת בקצין המתת רפיק ביי ב ־ידון' ליד ביתו _ברחרב טבריה. קצין המחוז נפצע בירייה בצווארו ונאסף אל _בית־החולים הממשלתי. מצבו אינו קשר, ליד _מקוס ההתנקשות נמצא אקווה.…
1946-06-19	ahr	ahr19460619-01.2.9	"…בתורות : פרדה ברלין (בת ‭, (24‬מלבה גראנוביץ' _> _בח ‭— (19‬ שתיהן מתל־אביב ויהודית י חזקאל ;נת ‭— (20‬ משכונת תל־עמל שבחיפה (עובדת בבית־החולים מולדה‭. (‬ מכין 6 הבחורים הפצועים ידועים 2 שמות: צבי א ר טל וגרשון נסים. 11 הגופות הוצאו מבית־החולים ־ממ־ שלתי בשעה ‭5. 30‬ אחה""צ• בודדה וגלמו־ דה מאין מלווים עברה ההלוויה לבית־ הקברות.…"
1946-08-27	ahr	ahr19460827-01.2.55	"…ע קשה נבסנו ובחזהו כשנלחץ משני קרונות רכבת בקוית־מוצקין. חגה שמרן, בת ‭, 5‬נפגעה בבוקר בפינת הרחובות פרישמןארלוזוווב — בחיפה ע""י מכונית מסע. נגרם לד. שבר ברגל. נאספה ע""י מ. ד. א. אל בית החולים רוטשילד…"
1946-09-10	ahr	ahr19460910-01.2.8	"…ולשת בריטי נודה _ונהרג בחינת סה ב־15 הי , י ום בי ‭— . ‬ הבוקר. נורד, ליו מלון וינדזור םרג'אנט ברי־ טי מהבולשת המחוזית בחיפה ונפצע. הוא נפגע _ב־ד מקומות בגופו. נאסף אל בית החולים הממשלתי ושם מת. הניח אשר"" ממקור רשמי מוסרים, כי המתנקשים הס שני יהודים. הם נמלטו במכונית שמספרה רשום במשטרה והוא מ' 829…"
1946-09-12	ahr	ahr19460912-01.2.38	…תית בירושלים. :פצעו _כהתלקה כנזין - שני פועלים נפצעו בהתלקח בנזין מגפרור שנדלק במוסך כיאיר, בקרבח תחנת־ המשטרה האזרחית בחיפה. הפצוע מום־ טפה חדיר, בן ‭, 25‬נאסף לבית־החול־ם הממשלתי• בנימין מורחי , בן ‭, 14‬ שנאסף אף הוא לשם, הובא _אחר־כך אל _בית־חחולים רוטשילד סחר עם איטליה — הצעות זולות נ…
1946-09-12	ahr	ahr19460912-01.2.38	"…. ‬ הוטכ מצכש‭—. ‬ מצבם של 2 הפצועים משדות־ים אברהם מאקלר ופרץ שונינו הוטב בהרבה, לאחר שקיבלו את טיפולם בביה""ת הממשלתי בחיפה יצאו אתמול בבוקר אח ביה""ח. מכקשיב הנינה — הרמות הראשית בת""א פנתה במכתב אד מפקד הצבא הכללי בכמשת חנינה לצעיר אלקלעי, הנאשם ה־18 מחברי לח""י, שנדונו…"
1946-10-04	ahr	ahr19461004-01.2.72	… כראוי במוסדות הקיימים. הביגוד העברי הזניח אח ביודהחולים ד, מנ שלתי, שהאוכלוםיה _שאינה־יהודית מרב־־ , כל כך להשתמש בו. _בית־חולים זה כמעס שאין מביאים אותו כלל בתש־ בון לאישפוז חול-ם יהודים. ואין כל הצו, ה לדבר. החושבים היהודים בחיפה משלמים לממשלה מסים לא מעסים, אפי־ לו למעלה משיעורם באוכלוסיר, ואין. _איפ א, צידוק לכך, שנפטור את _המממז־ לד. _מהיבותיה …
1946-10-11	ahr	ahr19461011-01.2.79	…י יום ו' על שלושה אנשים, שנפצעו קשר. הפצועים: מותמד עלי , בן ‭, 40‬עב־ רול ג'אואו!בן 45 ועבד אל עזיז, בן ‭. 40‬נאספו אל בית־החולים הממשלתי בחיפה.…
1946-10-18	ahr	ahr19461018-01.2.49	…למפנה כמדיניות הציונית. נפצע _כמחצכה ומת איברהים מחמוד אסח מכפר וורדיה נפצע, בנפול עליו אבנים בעבדי במחצבה. הוא נאסף אל בית־החולים הממשלתי בחיפה ושם מת. _פגיעותיהן של מכוניות צבאיות ביום ד' בבוקר אירעה התנגשות בין מכונית צבאית ואופנוע. אחד מרונבי האופנוע אלנםנור פלקר מחיפה נפצע קשה. הוא נאסף על־ידי נהג המכונית הצבאית אל _ביח־החרלים הממשלתי ומשם הועבר על־יוי מגןוודאדום אי בית _החרי אותו יםי …
1946-10-23	ahr	ahr19461023-01.2.36	…ידע לשחות. גם נהבט בקפצי מעל הסיכון החיילים משו אותו מן המים ושעה ארוכה ערך הטיפול בו עד שהצליחו להשיב רוחו אליו. הובאו לבית־החולים אל בית־החולים הממשלתי בחיפה הובאו 3 מעפיי י ים חולים: יואכים לאטד בן 25 מרומניה, תולה במתלת לב והובא אל מחלקת המחלות הפנימיות _: ז'אנט אברמוביץ, בת…
1946-10-23	ahr	ahr19461023-01.2.36	…אה פירסמו במידעות מרחו־ בות. וועד הקהילה שלח מברק עידוד לכול המעפילים המגורשים. מודיעים רשמית כי המעפיל שקפץ הימה ונלקת לבית־החולים בחיפה הועבר לאחר ששב לאיתבו למחנה עתלית. בין חמשת המעפילים האחרים שנאספו מהאנייה לבית־החולים יש שתי נשים שני גברים וילד אחו.…
1946-11-01	ahr	ahr19461101-01.2.64	…ת, דרור וכפר מונש. נד, קש ר; בחוף ממוקש חדרה נפצע — בהתפוצצות קשר, ביום מו ד' - מוחמד חסן עטר, בן ‭, 22‬מערב מישאאת נפת חיפה. הוא נאסף אל בית־החולים הממשלתי בהיפה ומת שעה לאחו שהובא לשם. נכגע _טנזכדנית - על־יוי מכונית יפו ט‭_*, ‬כםי צאיח נפגע חוראני אתמול , בן בהיפר ‭…
1946-11-13	ahr	ahr19461113-01.2.31	"…מדע, ב‭— 6. 30-‬ לנדער רב־‭— 8‬ למבדגרים. ב־‭1 —;‬י _י א• לנדאו — _הפ־לוסרפיה החדשה (סמינאריון‭. (‬בי‭— 8-30‬ בשיתוף עם ביה""ח רוטשילד — דייר י. ויירה — הרבבות חיסון ‭,. ‬הבימה"" בחיפה ביום ר‭(21. 11) '. ‬ תציג ""הבימה"" את בני המיניסטר"" בחיפה. כרטיסים במש- "" רד גינזבורג (רחוב הרצל ‭. (25‬לחברי תוג ""הבימה"" — שמורים כרט־םים עד יום א' ‭(17. 11)‬ תורנות כתי מרקחת …"
1946-12-18	ahr	ahr19461218-01.2.50	"… זרקו אבנים לתוך התלונות. המשטרה באה כמה דקות אחרי המקרר. למקום. נפגע — אברהם אייכל, פועל ""שמן‭, ""‬ הגר בשכונת _תל־עמל בחיפה, נפגע אתמול על־ידי מכונית, בשובו הביתה• נגרם לו שבר ברגל ונשלח על־ ידי מג""א אל בית החולים רוטשילד. שודדים _riiiBunpzi בשם "" אצ""ל"" ירושלים, יום גי. — אנשי אצ""ל ביצעו היום שוד מזויין בחנות מכולת של אריה לחמי , ב…"
1946-12-29	ahr	ahr19461229-01.2.45	"…ולכת התוכנית, שתעלה 20 אלף לירות. 17 מכונות ונסגן _לאיבחון (דיאגנוסטיקה) ולריפוי קיימים ב־6 מכוני הרנטגן של קופ""ח והם : בביה''ח בעמק, ביה""ח בילינסון, הכרמל, ביח־לוינשטיין וכן במרפאות המרכזיות כחל־אביב וחיפה. המיינוגרף פועל בדמן האחרון הוכנסו, לשימוש בקופת חולים המכונה לצילומי _ריאות המוניים — המיינוגרף. נוסף לאלה הממני 6 מכו…"
1946-12-29	ahr	ahr19461229-01.2.45	"… במחוז ובייחוד בהתיישבות החדשה שבנגב. דרישה להרחבת בית-החוליפ ברחובות הושמעה בכינופ זד. והועלתה _החביער. להפוך את המוסד לבית-חולים כללי למחוז הדרום, ע""י תוספת מי טות ופתיחת מחלקות לילדיפ, לחירורגיה ומחלקה פנימית. שיכלול השרות בחיפה _קופת־חולים בחיפה ממשיכה בשיכ־ לול שרות העזרה הרפואית. נשכר בית נוסף בשכנות למרפאה המרכזית שברחוב החלוץ. בבית 15 הדרים. וכן הותקן בו אולם…"
1947-01-05	ahr	ahr19470105-01.2.68	…מגא' ר 3ד_8מ3_ד_& חיפה, שבת‭—. ‬ מאיר _ברומ־ בדג' חייל משוחרר בן ‭'35‬ מת אור ליום ר במלון ברחוב הרצל. גוסתו נאספה אל בית־החולים הממשלתי. מוסרים, כי את מעשהו הנואש ביצע על רקע משפחתי.…
1947-01-21	ahr	ahr19470121-01.2.32	"…*. ‬ מעשה בגוויית נרצה שהוצאה בעל מבית־חחוליפ בית־קפר, ערבי הממשלתי , מוחמד אבו חמו' נרצח במוצ""ש סמוך לחצות בשוק הערבי בחיפה. גופתו נלקחה לבית־ החולים הממשלתי. ואתר שעה קלה הגיעו _לבית־החולים כמאתיים איש מקרובי הנרצח ומידידיו ומשמצאו את השער סגור, טיפסו מעל לגדר, נכנסו _לבית־התולים והוציאו את הגווייה מעל לגדר …"
1947-01-21	ahr	ahr19470121-01.2.32	…שת את החשוד כרצח בשם עבדול _בנדוק• בא לבקש פיצוי ונפגע ככדור סעיד אל אחמד, פלח מערבי באטום פכר ליד עכו, בא אתמול בבוקר לחיפה לבקש פיצויים ממשרד הצבא. בעעת תמרונים נחרב חלק מעצי הזית ש בכרמו. כשעמד להיכנס אל המשרד פגע ברגלו כדור, שנפלט במקרר?מרובהו של קצין. הפצוע נאסף אל בית־החולים הממשלת י . המרפאה ההדשח ככפר־אתא המרפאה בכפר־אתא עוברת היום לבניינה החרש• היום לא תהיה קבלת חולים במקרים דחופים יש לפנו…
1947-01-22	ahr	ahr19470122-01.2.25	"…חולצתו התחתונה 'שגתפוו לצרוך זה, ' וזימה הסערה הפילתו אחמד טאלב עבדאללה, עובד ב_^מל בן ‭, 25‬ניתף בשעת הסערה בעבור בנמל חיפה, ביום בי. הוא נפל ובגום לו שבר ברגלו השמאלית ובמרפקחו נאסף אל _בית־החולים הממשלתי. נוטר נדרס עבדאללה מוחמר עבואללה, נוטר, נדרם על־ידי מכונית צבאית, כשירד מאוטובוס משירווזמשמר־המפרץ"" בד- "" רי עב…"
1947-01-23	ahr	ahr19470123-01.2.50	"…ל 14 תאונות-דרכיש שאירעו אתמול מר דיעה לשכת. המודיעין הממשלתית. 2 אנשים נפצעו קשה‭4. ‬ אחרים, בתוכם אשת אחת, נפצעו קל. בחיפה היו 5 תאונות‭3, ‬ מהן על ידי התנגשויות של מכוניות ציבוריות עם כלי־רכב אזרחיים. נחג של טאכםי נפצע קל ונאסף אל בית-החולים. בירושלים ובכביש ת""א—ירושלים היו שתי תאונות. בטבריה נפצע קשה אברהם ב ק מראשון־לציון, _על־ידי מכונית של הליגון הערבי. הפצוע נאסף לבי""ח שמייצר. בכביש חיפה—ג'נין התנגש ג'ים במ-כונ-ת צבאית. בכביש יפו—ירושלים נפצע קל, ע""י מכונית' ווליד מוםטפה בידאווי. _בתל־אביב התנגש אוטובוס ב…"
1947-01-23	ahr	ahr19470123-01.2.50	…כוניות צבאיות. ועוד תאונה . 2 נפצעו היום כשמכונית צבאית התנגשה בעגלה בדרך בנימינה _וכרון־יעקב. אנשול כרונשטיין נאסף אל _בית־החולים רוטשילד ועמין מוסטפה _אבו־שחב — אל _בית־החולים הממשלתי בחיפה.…
1947-02-02	ahr	ahr19470202-01.2.64	"…ות בראשון לציון כשנמצא ברשותם נשק ושבטים. שבקש להם ויורה. — אלמוני נ‭"":‬ נס ביום ו' לפנות בוקר לביתו של פארם עיד נאמור בחיפה וביקש לחם. משנענה בסרוב, ירה בבעל הביון (בן ‭(30‬ ופצעו בכליוח, הפצוע נאסף !אל בית החולים הממשלתי בתיפת• _תאוגות דרכים _כחיפיה. — ערף עבוול ראי‭, &‬בן ‭, 22‬מכפר בורקד, בסביבת שכם, נסע בשבת בבוקר במכונית טאכסי…"
1947-02-09	ahr	ahr19470209-01.2.47	…—. ‬ תאו־ נות דרכים אירעו בארץ מיום חי. 3 אנשים נהרגו ר13 נפצעו‭4. ‬ מהנפגעים הם ילדים — מוסרת לשכת המודיעין הממשלתית. _בית־החולים הממשלתי בחיפה מוסר על ארבע תאונות דרכים שאירעו היום, מהם אחד מקרה מוות. חמאידר אבשלום כפסי מונו, לקצין מחוז במחוז ירושלים. הוא ההל בע…
1947-02-14	ahr	ahr19470214-01.2.153	"…מה תסתיים בי14 באפ־ ריל. נפצע כשפצצה ביד"" חליל אברהים חילו, מכפר אראו־ר"" נפצע ביום בי, כשהחזיק פצצה ב'ירו. הוא נאסף אל _ביה־החולים הממשלתי בחיפה. 1 תאונת""דרכיב , רגלו של אברהים חאג' עלי טאהא I נשכרה, כעעלד. ביום ב' על אי־תנועח j במושבה הגרמנית. הפצוע נאסף אל י ?בי…"
1947-02-14	ahr	ahr19470214-01.2.61	"…גיב בתאונות דרכים בתאונת ורכים ליד גשר ""של"" נדרס ביום ד' אחר הצהרים 'אדווין קארפונקל, כעובדי הצבא. בן ‭. 55‬הוא נאסף אל בית החולים רוטשילד ושם מת. _חיםין מוחמר נדרם על־ידי מכונית במזרח חיכה לפני 3 ימים ומת הבוקר בבית־החולים הממשלתי. מוחמר _אחמד כנען נדרס ביום ד' בכביש חיפה־טירה. הו;ג נאסף אל בית החולים הממשלתי ושם נקבע כי נגרם לו זעזוע מוח. מצבו אנוש. כועדת התרבות שליד מ, פ. ה. ערב מחול של …"
1947-02-16	ahr	ahr19470216-01.2.31	"…די וועד ד?קהלה ניתנה העניקה בסך 25 לא""י בהיוולד לו הילד השישי. נפצעו כהתפוצצות פרימוס בשתי התפוצצויות פרימוסים, שאירעו בחיפה, נפצעו חלימה חג' אודה, בת 12 _וחיירי אחסר מוחמר' בן ‭. 18‬ במצב רציני הובאו אל בית־החולים הממשלתי. אכן פינה למעון לילדי מגוייסיפ החיפה ביום ג' כשעה ‭3. 30‬ אחה""צ תיירה אבן־הפינה לבניין מעון לילדי מגוייסים בחיפ…"
1947-03-18	ahr	ahr19470318-01.2.31	"…: מצא פצצה בשדה. הרועה זרק את הפצצה על סלע ו""החפץ המוור"" התפוצץ. התוצאות היו קשות מאוד: הרועה נהרג. משתי הילדות, שהובאו לבית־החולים הממשלתי בחיפה, מתה אחת — כאוכב !השנייה — זכיה מצבה רציני. זקנה נדרסה אמינה עלי אל חילו מכפר יגיור, בת ‭, 80‬נדרסה במוצאי יום א' ברחוב נצרת על ידי מכונית־משא אזרחית. נג־ רם לה שבר בשוק־רגלד, ונאספה אל _בית־החולים הממשלתי בחיפה. לאקדמיה בפאריז י. מוטולד, וא. קרוכמאלניק, תלמידי הםטודיה לציור של פ. ק. הניך בחי־ פה, נתקבלו ללא־בחינה באקדמיה לאמנות בפאריז. הם נתקבלו על סמך עבודותיהם. מעפילה שילדה טובה לווין' ממעפילי ""ברכה פולד‭. ""‬ יי־דה אתמול בת _בביח־החולים הממשלתי בחיפה. כוועדת התרבות שליד מ. פ. ח, פגישת פעילי התרבות — הערב ב־‭7. 30‬ ב""ביתנו‭:""‬ כיצד נארגן את פעולת התרבות בין העולים החדש…"
1947-03-21	ahr	ahr19470321-01.2.88	…_חתנ!ו!_נצ1_ת המת1קש נבצע לבו? שביצע את זממו חיפה, יום ר‭—. '. ‬ תערב בשעה ‭9. 20‬ נשמע בחיפה קול נפץ עו. נודע כי ההתפוצצות אירעה בהדר הכרמל בידי יהודי שנפצע ונאסף אל בית־חולים צבאי ומשם אל בית־החולים הממשלתי. המקרה קרר, ברח' םירקין. הפצצה התפוצצה בידי בחור יהרוי כבן ‭. 20‬באותו ו זמן עבר ליד המקום ג'יפ ובו שני שוט־ 1 …
