n	id	date	publication	title	snippet
46	plb19311011-01.2.19	11 October 1931	plb	Jewisn Education crisis	"<div class=""txtsearchsnippet"">... Administaring the Government , paid a flying visit to <b class=""highlightcolor"">Haifa</b> on Friday , landing at the aerodrome at 9 ...</div>"
47	plb19320717-01.2.24	17 July 1932	plb	. . _^ _s _^ _B _^^ m _^ _im & mi _^^ _am _^ _siiimi _& if _^ stm _^^ • I f _^ 31 lift . _^ _JHUV	"<div class=""txtsearchsnippet"">FATAL ACCIDENT Haj . Mah- -ל <b class=""highlightcolor"">Haifa</b> , Saturday . ־ se- hioud Safour , a ...</div>"
48	plb19320306-01.2.18	6 March 1932	plb	miracle SH 6	"<div class=""txtsearchsnippet"">... . . On March 4 , information was rethe <b class=""highlightcolor"">Haifa</b> Police that the • ceived by wife of Shaker ...</div>"
49	plb19320914-01.2.29	14 September 1932	plb	Emir BHazi Returns 10 ! no	"<div class=""txtsearchsnippet"">... on Monday afternoon . He was conveyed 10 the <b class=""highlightcolor"">Government Hospital</b> in a dangerous condition . The driver of ...</div>"
50	plb19300707-01.2.24	7 July 1930	plb	"I ? • _- <— _/ "" ... Main Attempts Suicide _, j I ; ללי Near _csift'C 8 "" 5 Nahalal ' ci '''"	"<div class=""txtsearchsnippet"">•; _sc ; . &lt;;; .. :, : , <b class=""highlightcolor"">Haifa</b> , Sunday . _*** _fftr _^ _xmte . _^^ ...</div>"
51	plb19320228-01.2.25	28 February 1932	plb	_Vadldp murders Echo	"<div class=""txtsearchsnippet"">... For False ; Information ( Froip Our Correspondent ) <b class=""highlightcolor"">Haifa</b> , ! Saturday . — An ex-const-able h _aSbeen ...</div>"
52	plb19310617-01.2.23	17 June 1931	plb	Foot And Moulh Disease	"<div class=""txtsearchsnippet"">... the Palestine Railways ber of Commerce recently submitted a <b class=""highlightcolor"">Haifa</b> , Tuesday . — The Jewish Cham- Inconvenience And ...</div>"
53	plb19311008-01.2.21	8 October 1931	plb	Sam And _Jeptetio juiiin	"<div class=""txtsearchsnippet"">... for several n boats from Syrian ports was raised <b class=""highlightcolor"">Haifa</b> , Wednesday— The quarantine Man Killed By Armoured Car ...</div>"
54	plb19320429-01.2.27	29 April 1932	plb	Palestine Football Lew	"<div class=""txtsearchsnippet"">... ך estine Cup on May ־ meet Hapoel , <b class=""highlightcolor"">Haifa</b> at Petach Tik vah . We must however award ...</div>"
55	plb19300901-01.2.19	1 September 1930	plb	Disguised As Bedou ' m Alleged Murderer Found	"<div class=""txtsearchsnippet"">... to liav . e mur . der . ed <b class=""highlightcolor"">Haifa</b> , Sunday . — Said Varvar of Nazareth ־ ...</div>"
56	plb19320325-01.2.5	25 March 1932	plb	World cows Less Sasar	"<div class=""txtsearchsnippet"">... ־ cipated . It is reported that Notables of <b class=""highlightcolor"">Haifa</b> intend to ! appeal to the High Commissioner to ...</div>"
57	plb19310623-01.2.15	23 June 1931	plb	Mukhtars Change Their Mind	"<div class=""txtsearchsnippet"">Important Land Case י , <b class=""highlightcolor"">Haifa</b> , Monday . — The Special Land Cotirt ( ...</div>"
58	plb19291208-01.2.2	8 December 1929	plb	For Hebron Murderer 18 Years Hard Labour	"<div class=""txtsearchsnippet"">... Moslem , _OauncSl , The Aiiab newspaper published in <b class=""highlightcolor"">Haifa</b> , Al Yar- ARAB PAPER SUSPENDED • ojndoi ־ ...</div>"
59	plb19281216-01.2.9	16 December 1928	plb	Untitled	"<div class=""txtsearchsnippet"">... guests came י־ . : also from Jerusalem , <b class=""highlightcolor"">Haifa</b> , and the colonies . opened the • Ch ...</div>"
60	plb19321013-01.2.26	13 October 1932	plb	B 1 f y 1 e » r . 11	"<div class=""txtsearchsnippet"">... . He was conveyed in a critical condition to <b class=""highlightcolor"">Government Hospital</b> , where he died a short time later ...</div>"
61	plb19300901-01.2.9	1 September 1930	plb	PALESTINE'S HEALTH	"<div class=""txtsearchsnippet"">... were engaged on large antimalaria drainage to the liquidated <b class=""highlightcolor"">Haifa</b> Bay Development Comp- The Hayside Land Corporation , the ...</div>"
62	plb19320925-01.2.23	25 September 1932	plb	tin Harod Fire	"<div class=""txtsearchsnippet"">... ( reported The serious fire which broke out at <b class=""highlightcolor"">Haifa</b> . meeting of the Commission at to bring the ...</div>"
63	plb19260412-01.2.7	12 April 1926	plb	_PMjESIUUE FtOM fat TO MY	"<div class=""txtsearchsnippet"">... posted art , or in time to reaJdh , <b class=""highlightcolor"">Haifa</b> , Head Post Office by 9 a . m ...</div>"
64	plb19310904-01.2.26	4 September 1931	plb	Arabs Fail lo Claim Lands	"<div class=""txtsearchsnippet"">... FROM LOCKJAW * ( Fro m Our Correspondent ) <b class=""highlightcolor"">Haifa</b> , Thursday . — Mr . Hotorelsky , ־ ...</div>"
65	plb19310527-01.2.7	27 May 1931	plb	Palestine At Basle _Liboiir ; Represents	"<div class=""txtsearchsnippet"">... votes in Jerusalem ; 2 , 588 in , <b class=""highlightcolor"">Haifa</b> ; Tel Aviv ) shewed that Labour poled ז ...</div>"
66	plb19300310-01.2.22	10 March 1930	plb	The Talmud Publish New Edition Of jerusaletfi Scholars To	"<div class=""txtsearchsnippet"">... IN JAFFA ROAD , body was taken to the <b class=""highlightcolor"">Government Hospital</b> . Jaffa ; Road yesterday and died immediately ...</div>"
67	plb19270301-01.2.11	1 March 1927	plb	PALESTINE FROMDAYTO DAY	"<div class=""txtsearchsnippet"">ASS 0 C 1 A- <b class=""highlightcolor"">HAIFA</b> SOCIAL SERVICE AND _־ support : ! and . ...</div>"
68	plb19271206-01.2.7	6 December 1927	plb	f ALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... 2 . In Zion Cinema . . 1 . <b class=""highlightcolor"">Government Hospital</b> .</div>"
69	plb19280918-01.2.8	18 September 1928	plb	UNKNOWN	"<div class=""txtsearchsnippet"">... _thousand hands are to . be _employed on the <b class=""highlightcolor"">Haifa</b> harbour construction Avorks . Eighty per cent , of ...</div>"
70	plb19280705-01.2.10	5 July 1928	plb	PALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... as _111 be necessary . _ע \ י DEPORTATION <b class=""highlightcolor"">Haifa</b> . — The District Court has sentenced the Coriiriiunist ...</div>"
71	plb19310917-01.2.28	17 September 1931	plb	Police Inspector Langer	"<div class=""txtsearchsnippet"">... feared tion as a result of injuries received when <b class=""highlightcolor"">Government Hospital</b> in a serious condi- Jerusalem , was yesterday ...</div>"
72	plb19300425-01.2.18	25 April 1930	plb	Nurses' Strike . Over	"<div class=""txtsearchsnippet"">... Agency . General ! and Mrs . Jadwin visited <b class=""highlightcolor"">Haifa</b> , Tel Aviv and the colonies of the , ...</div>"
73	plb19300820-01.2.2	20 August 1930	plb	Holding Foreshadowed Revolution In Land	"<div class=""txtsearchsnippet"">... Monday Mr . Crosbie , the Acting י to <b class=""highlightcolor"">Haifa</b> . The car tur- of injuries from an , ...</div>"
74	plb19311021-01.2.20	21 October 1931	plb	Before Magistrate Alleged _counierielier	"<div class=""txtsearchsnippet"">... in after stating that he did this on account <b class=""highlightcolor"">Government Hospital</b> there on Monday ! andi el Bourtkosh of ...</div>"
75	plb19290317-01.2.8	17 March 1929	plb	PALESTIME FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... 14 JM . ran over Jamile Bint Ibrahim of <b class=""highlightcolor"">Government Hospital</b> . Jerusalem Road on Thursday . Slie died ...</div>"
76	plb19280717-01.2.9	17 July 1928	plb	PALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... , Junior Service , to be Acting Postmaster , <b class=""highlightcolor"">Haifa</b> , during the absence on leave of Mr : ...</div>"
77	plb19310820-01.2.22	20 August 1931	plb	In A Few Lines	"<div class=""txtsearchsnippet"">... P . Bryant that the sense _Gwcrnment Hospital in <b class=""highlightcolor"">Haifa</b> . It was suddenly ill and had to be ...</div>"
78	plb19271016-01.2.10	16 October 1927	plb	_PALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... &gt; eeh acquired by Suliman bey Nas sif of <b class=""highlightcolor"">Haifa</b> . CUSTOMS HOUSE IN JAFFA contract for build- ־ ...</div>"
79	plb19310904-01.2.28	4 September 1931	plb	News In Brief	"<div class=""txtsearchsnippet"">Discharged !!! om <b class=""highlightcolor"">Government hospital</b> on Wednesday , Mr . Kyles , the ...</div>"
80	plb19260505-01.2.4	5 May 1926	plb	PALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... have s 3 _pamtely addres- _eratic Party and the <b class=""highlightcolor"">Haifa</b> Moslem pressive lawl The Moslem Demo- which , consider ...</div>"
81	plb19300728-01.2.27	28 July 1930	plb	From Dan To Beersheba	"<div class=""txtsearchsnippet"">was taken to the <b class=""highlightcolor"">Government hospital</b> in <b class=""highlightcolor"">Haifa</b> nabot . His lungs were affected ...</div>"
82	plb19261228-01.2.6	28 December 1926	plb	ANNUAL REPORT OF THE DEPARTMENT OF HEALTH FOR 1925	"<div class=""txtsearchsnippet"">... to one further Hospital , and will operate in <b class=""highlightcolor"">Haifa</b> in 1926 . The sys- ־ tern has worked ...</div>"
83	plb19320801-01.2.23	1 August 1932	plb	. _!; y & _oeoartmem 01 Heaim and the Emek Hospital	"<div class=""txtsearchsnippet"">... _** bcds , _fftA _^^ le _^ _J at <b class=""highlightcolor"">Haifa</b> 1 ciiSidcr thc • _^ _afttlfih _addition , to ...</div>"
84	plb19270508-01.2.7	8 May 1927	plb	PALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... Agricultural Experim -מ Non-Government : rusalem . at the <b class=""highlightcolor"">Government Hospital</b> , Je- fant Welfare and Maternity Centre cntal ...</div>"
85	plb19320527-01.2.19	27 May 1932	plb	Bi , 'M '' 0 ikv Lines	"<div class=""txtsearchsnippet"">... the same , he would probably be sent to <b class=""highlightcolor"">Government Hospital</b> for a medical examination by a mental specialist ...</div>"
86	plb19260514-01.2.9	14 May 1926	plb	PALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... believed she will ? soever . taken to the <b class=""highlightcolor"">Government Hospital</b> , vere injuries , last evening . She ...</div>"
87	plb19260810-01.2.6	10 August 1926	plb	PALESTINE FROM DAY TQ DAY	"<div class=""txtsearchsnippet"">... . . : ? ment hospitals . of both <b class=""highlightcolor"">Haifa</b> and has . been enlarged at the Govern- The ...</div>"
88	plb19290623-01.2.6	23 June 1929	plb	PALESTINE FRQM DAY TO DAY	"<div class=""txtsearchsnippet"">... • According , to the statement made by of <b class=""highlightcolor"">Haifa</b> after he had seen tbe High Commissioner the eve ...</div>"
89	plb19300226-01.2.22	26 February 1930	plb	n Court	"<div class=""txtsearchsnippet"">... take . I spent , two months in the <b class=""highlightcolor"">Government Hospital</b> ind after that , for a month and ...</div>"
90	plb19320703-01.2.6	3 July 1932	plb	_snochiag Tragedy i » Jerusalem	"<div class=""txtsearchsnippet"">... Po_ice who had been on an inspection tour at <b class=""highlightcolor"">Haifa</b> , was called on Friclay to Jerusalem • It ...</div>"
91	plb19290703-01.2.9	3 July 1929	plb	PALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... Road . The injured pedestrian was taken to the <b class=""highlightcolor"">Government Hospital</b> with a fractured leg , The driver , ...</div>"
92	plb19291129-01.2.17	29 November 1929	plb	INQUIRY COMMISSION	"<div class=""txtsearchsnippet"">... The They are the Coastal Plains from Gaza to <b class=""highlightcolor"">Haifa</b> , tions into which the land af Palestine i ...</div>"
93	plb19290611-01.2.9	11 June 1929	plb	PALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... knife . He _&gt; vas taken to the . <b class=""highlightcolor"">Government - . • hospital</b> . His condition is not ...</div>"
94	plb19290424-01.2.7	24 April 1929	plb	PALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... Jaffa and Hai ( £ a , , and <b class=""highlightcolor"">Haifa</b> Economic _Committjcc _, to diseuas certain clauses in tho ...</div>"
95	plb19291206-01.2.1	6 December 1929	plb	Arab Case To Close To-Day	"<div class=""txtsearchsnippet"">... , near Bath ing in the German Colony in <b class=""highlightcolor"">Haifa</b> . On August 27 was Otto Lutz , who ...</div>"
96	plb19290421-01.2.1	21 April 1929	plb	NUNCIO TO PALESTINE TO BE APPOINTED ?	"<div class=""txtsearchsnippet"">... all-Palestine conference of Arab lawyers is . to be <b class=""highlightcolor"">Haifa</b> . — On the instance of the local lawyers ...</div>"
97	plb19291225-01.2.1	25 December 1929	plb	Allegations Against The Mufti . Sir Boyd Merriman _' s Amazingly Outspoken	"<div class=""txtsearchsnippet"">... ry as- time before ־ As far a s <b class=""highlightcolor"">Haifa</b> is concerned , there the _hiattei י is again ...</div>"
98	plb19260421-01.2.9	21 April 1926	plb	PALESTINE FROM DAY TO DAY	"<div class=""txtsearchsnippet"">... Ein Luba , on the boundary of 95 of <b class=""highlightcolor"">Haifa</b> ) went over the hill trirts . three children ...</div>"
99	plb19291206-01.2.19	6 December 1929	plb	Sheikh Afraid Jews Will Drive Arabs From Country	"<div class=""txtsearchsnippet"">... is married to the daughter of : a Beirut <b class=""highlightcolor"">Haifa</b> . He stated that he is a landowner and ...</div>"
