issue_id	host_title	place	date	volume	issue	page_ids	page_captions	hits	record_id
12779882	MB	Tel-Aviv	1961-06-02	29	22	12779888;12779889;12779892;12779897	[Seite];Seite 2;Seite 4;Seite 9	4	048258784
12836686	MB	Tel-Aviv	1964-03-27	32	13/14	12836692;12836694;12836697;12836698;12836703;12836705;12836707;12836708;12836710;12836711	Seite 6;Seite 10;Seite 13;Seite 14;Seite 19;Seite 21;Seite 23;Seite 24;Seite 26;Seite 27	10	048258784
12892002	MB	Tel-Aviv	1972-08-04	40	30/31	12892004;12892006;12892012;12892014	Seite 2;Seite 4;Seite 10;Seite 12	4	048258784
12884724	MB	Tel-Aviv	1962-06-01	30	22	12884725;12884726;12884728	[Seite];Seite 2;Seite 4	3	048258784
12859416	MB	Tel-Aviv	1954-04-16	22	16/17	12859422;12859423;12859425;12859426;12859430;12859431;12859432;12859433;12859434;12859436	Seite 6;Seite 7;Seite 9;Seite 10;Seite 13;Seite 14;Seite 15;Seite 16;Seite 17;Seite 19	10	048258784
12937932	MB	Tel-Aviv	1990-10	58	63	12938016;12938017	Seite 6;Seite 7	2	048258784
12902947	MB	Tel-Aviv	1980-10-31	48	37	12903062;12903065;12903067	Seite 3;Seite 6;Seite 8	3	048258784
12779722	MB	Tel-Aviv	1961-03-31	29	13/14	12779776;12779777;12779780;12779788;12779791;12779792;12779793;12779795	[Seite];Seite 2;Seite 5;Seite 13;Seite 16;Seite 17;Seite 18;Seite 20	8	048258784
12929247	MB	Tel-Aviv	1982-04-23	50	15/16	12929711;12929715;12929716;12929720	Seite 4;Seite 8;Seite 9;Seite 12	4	048258784
12938568	MB	Tel-Aviv	1995-06	63	109	12938617;12938619;12938622	Seite 3;Seite 5;Seite 8	3	048258784
12867084	MB	Tel-Aviv	1959-05-15	27	20	12867089;12867091;12867092	Seite 4;Seite 6;Seite 7	3	048258784
12780201	MB	Tel-Aviv	1961-11-10	29	45	12780287;12780288;12780292;12780295	[Seite];Seite 2;Seite 6;Seite 9	4	048258784
12853921	MB	Tel-Aviv	1953-07-31	21	21	12853936;12853937;12853938	Seite 6;Seite 7;Seite 8	3	048258784
12945339	MB	Tel-Aviv	1997-06	65	127	12945393;12945395;12945397	Seite 3;Seite 5;Seite 7	3	048258784
12887560	MB	Tel-Aviv	1971-03-05	39	10	12887687;12887689	Seite 6;Seite 8	2	048258784
12892778	MB	Tel-Aviv	1974-10-18	42	41	12892780;12892781;12892784	Seite 2;Seite 3;Seite 6	3	048258784
12892904	MB	Tel-Aviv	1973-01-19	41	3	12892906;12892911;12892912;12892913;12892914	Seite 2;Seite 7;Seite 8;Seite 9;Seite 10	5	048258784
12865330	MB	Tel-Aviv	1955-02-04	23	5	12865440;12865444	Seite 2;Seite 6	2	MB_1955_20221022_B_1955_05
10407102	Jüdische Weltrundschau	Jerusalem	1939-12-29	1	29	10407076;10407078;10407079	Seite 3;Seite 5;Seite 6	3	126389322
12927191	MB	Tel-Aviv	1981-03-13	49	10	12927271;12927274;12927275	Seite 2;Seite 5;Seite 6	3	048258784
12885278	MB	Tel-Aviv	1962-10-17	30	42	12885279;12885280;12885281;12885286	[Seite];Seite 2;Seite 3;Seite 8	4	048258784
12853500	MB	Tel-Aviv	1952-11-14	20	45	12853506;12853509;12853510	Seite 6;Seite 9;Seite 10	3	048258784
12937129	MB	Tel-Aviv	1985-03-29	53	11/12	12937138;12937142;12937145;12937146;12937151;12937152;12937153;12937154;12937168	Seite 2;Seite 6;Seite 9;Seite 10;Seite 15;Seite 16;Seite 17;Seite 18;Seite 31	9	048258784
12859427	MB	Tel-Aviv	1954-04-30	22	18	12859440;12859441;12859443	Seite 3;Seite 4;Seite 6	3	048258784
12866424	MB	Tel-Aviv	1957-10-04	25	40	12866218;12866219;12866221	Seite 3;Seite 4;Seite 6	3	048258784
12892182	MB	Tel-Aviv	1974-01-04	42	1	12892185;12892190	Seite 2;Seite 7	2	048258784
12762821	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-02-06	6	6	12741394;12741395;12741396	Seite 6;Seite 7;Seite 8	3	048258792
12884401	MB	Tel-Aviv	1962-02-02	30	5	12884403;12884406;12884410;12884412	[Seite];Seite 4;Seite 8;Seite 10	4	048258784
12884882	MB	Tel-Aviv	1960-08-19	28	34	12884885;12884890	Seite 3;Seite 8	2	048258784
12845535	MB	Tel-Aviv	1975-01-17	43	3	12845537;12845539	Seite 2;Seite 4	2	048258784
12926789	MB	Tel-Aviv	1979-02-09	47	6	12926791;12926795;12926798	Seite 2;Seite 6;Seite 8	3	048258784
12892841	MB	Tel-Aviv	1974-12-06	42	48	12892843	Seite 2	1	048258784
12853412	MB	Tel-Aviv	1952-09-12	20	36	12853413;12853414;12853420	[Seite];Seite 2;Seite 8	3	048258784
12866358	MB	Tel-Aviv	1957-03-01	25	9	12865893;12865895	Seite 4;Seite 6	2	048258784
12867350	MB	Tel-Aviv	1959-11-20	27	47	12867357;12867359	Seite 6;Seite 8	2	048258784
12836872	MB	Tel-Aviv	1964-07-03	32	27	12836876;12836884	Seite 4;Seite 12	2	048258784
12891735	MB	Tel-Aviv	1972-01-14	40	2	12891739;12891741;12891743	Seite 4;Seite 6;Seite 8	3	048258784
12945614	MB	Tel-Aviv	1999	67	147	12945693;12945694;12945700	Seite 4;Seite 5;Seite 11	3	048258784
12946133	MB	Tel-Aviv	2002-02	70	170	12946165;12946166;12946167	Seite 8;Seite 9;Seite 10	3	048258784
7411904	Yediʿot shel Irgun ʿOle Breslau be-Yiśraʾel	Tel-Aviv	1999		67	7411908;7411909	Seite 4;Seite 5	2	363669892
12884761	MB	Tel-Aviv	1962-06-22	30	25	12884762;12884763;12884767;12884769	Seite 1;Seite 2;Seite 6;Seite 8	4	048258784
12841937	MB	Tel-Aviv	1966-12-09	34	49	12841941;12841942;12841945;12841946	Seite 4;Seite 5;Seite 8;Seite 9	4	048258784
12885977	MB	Tel-Aviv	1970-03-13	38	11	12886074	Seite 2	1	048258784
12937255	MB	Tel-Aviv	1986-06	54	13	12937327;12937331	Seite 3;Seite 7	2	048258784
12933556	MB	Tel-Aviv	1984-10-26	52	41	12933562	Seite 6	1	048258784
2424671	Jüdische Weltrundschau	Jerusalem	1939-06-09	1	13	2424916;2424927;2424928;2424929;2424930	Seite 2;Seite 13;Seite 14;Seite 15;Seite 16	5	issue-35434
12930685	MB	Tel-Aviv	1983-05-27	51	20	12930738	Seite 3	1	048258784
12841612	MB	Tel-Aviv	1966-05-20	34	20	12841614;12841622;12841623	Seite 2;Seite 10;Seite 11	3	048258784
12841649	MB	Tel-Aviv	1966-06-10	34	23	12841650;12841656;12841657	[Seite];Seite 7;Seite 8	3	048258784
12842041	MB	Tel-Aviv	1968-02-09	36	6	12842043;12842044;12842048;12842051	Seite 2;Seite 3;Seite 7;Seite 10	4	048258784
12866399	MB	Tel-Aviv	1957-04-14	25	15/16	12865946;12865947;12865952;12865956;12865957;12865960;12865961;12865962;12865966;12865969	Seite 3;Seite 4;Seite 9;Seite 13;Seite 14;Seite 17;Seite 18;Seite 19;Seite 23;Seite 26	11	048258784
12845953	MB	Tel-Aviv	1975-12-12	43	48	12845955;12845958	Seite 2;Seite 5	2	048258784
12886703	MB	Tel-Aviv	1970-12-18	38	51	12886753;12886760	Seite 2;Seite 8	2	048258784
12902731	MB	Tel-Aviv	1980-03-14	48	11	12902825;12902830	Seite 3;Seite 8	2	048258784
12929906	MB	Tel-Aviv	1982-09-17	50	35/36	12929927;12929929;12929931;12929933;12929934;12929938	Seite 2;Seite 4;Seite 6;Seite 8;Seite 9;Seite 13	6	048258784
12780669	MB	Tel-Aviv	1963-03-22	31	12	12780856;12780859;12780861;12780863	Seite 5;Seite 8;Seite 10;Seite 12	4	048258784
2424677	Jüdische Weltrundschau	Jerusalem	1939-07-21	1	19	2425009;2425013;2425014;2425017	Seite 3;[Seite];Seite 8;[Seite]	4	issue-35440
12865357	MB	Tel-Aviv	1955-08-26	23	34	12865670;12865671	Seite 6;Seite 7	2	MB_1955_20221022_B_1955_34
12887574	MB	Tel-Aviv	1971-07-02	39	27	12887890	Seite 2	1	048258784
2424698	Jüdische Weltrundschau	Jerusalem	1940-03-25	2	12	2425240;2425244	Seite 4;Seite 8	2	issue-35461
7489384	Yediʿot shel Irgun ʿOle Breslau be-Yiśraʾel	Tel-Aviv	1990		54	7411727;7411737	Seite 3;Seite 13	2	363669892
12887568	MB	Tel-Aviv	1971-05-07	39		12887814;12887822;12887825	[Seite];Seite 9;Seite 12	3	048258784
2424689	Jüdische Weltrundschau	Jerusalem	1940-01-22	2	3	2425147	Seite 3	1	issue-35452
12893831	MB	Tel-Aviv	1977-04-15	45	14	12893989;12893991	Seite 5;Seite 7	2	048258784
12780735	MB	Tel-Aviv	1963-06-21	31	25	12781038;12781046;12781054	Seite 2;Seite 6;Seite 10	3	048258784
12780677	MB	Tel-Aviv	1963-06-28	31	26	12781041;12781045;12781059	Seite 2;Seite 4;Seite 11	3	048258784
12837399	MB	Tel-Aviv	1964-12-25	32	52	12837414	Seite 2	1	048258784
12779883	MB	Tel-Aviv	1961-06-09	29	23	12779898;12779906;12779913	[Seite];Seite 6;Seite 8	3	048258784
12840486	MB	Tel-Aviv	1965-10-15	33	42	12840488;12840494;12840496	Seite 2;Seite 8;Seite 9	3	048258784
12867116	MB	Tel-Aviv	1959-06-05	27	23	12867122	Seite 6	1	048258784
12842157	MB	Tel-Aviv	1968-04-26	36	17	12842159	Seite 2	1	048258784
12893849	MB	Tel-Aviv	1977-08-26	45	34	12899724	Seite 2	1	048258784
12780722	MB	Tel-Aviv	1963-05-10	31	19	12780971;12780972	Seite 9;Seite 10	2	048258784
12837272	MB	Tel-Aviv	1964-10-23	32	43	12837274;12837282	Seite 2;Seite 10	2	048258784
12893111	MB	Tel-Aviv	1973-07-13	41	27	12893174	Seite 2	1	048258784
7497326	Yediʿot shel Irgun ʿOle Breslau be-Yiśraʾel	Tel-Aviv	2008		83	7413347;7413357	Seite 5;Seite 15	2	363669892
12840824	MB	Tel-Aviv	1966-03-25	34	12	12840827	Seite 3	1	048258784
12840636	MB	Tel-Aviv	1965-12-24	33	52	12840646	Seite 9	1	048258784
12840344	MB	Tel-Aviv	1965-07-30	33	31	12840352	Seite 8	1	048258784
2424702	Jüdische Weltrundschau	Jerusalem	1940-04-22	2	16-17	2425288	Seite 12	1	issue-35465
12884702	MB	Tel-Aviv	1962-05-18	30	20	12884703	[Seite]	1	048258784
12947046	MB	Tel-Aviv	2006-03	74	207	12947092	Seite 9	1	048258784
