date	pub	page_id	window
1945-08-12	ahr	ahr19450812-01.1.4	…לריהוט רלציור. ששה חדרים אחרים הועמדו לרשות נשי חיילים בגב־ים (מפרץ־תיפד‭(. ‬ באמצעות מושל _המחרז. כ־15 נשי חיילים דרות בביח־החלוצות. יש עוד בחיפה משפחות, הצ'חגוררוח ב־ד‭5—‬ חדרים. האם לא מן הצדק הוא — שואלים הנוגעים בדבר — שיופרשו חדרים מאלה לצרכי המגוייסים שהתנד- …
1945-08-12	ahr	ahr19450812-01.1.4	…נת זכרדן־אחיס נפגע קשה בכל גופו, _כשהתלקחה אש בבגדיו, בעת שניקר, אותם בבנזין על־ידי פרימוס בוער, הועבר על־ידי מ, ד, א. _לבית־חולים הדסה. למרות כול המא־ מצים של הרופאים הוא מת כעבור כמה שעות. 3נחס סירק‭!'‬ ח י פה, שבת ‭— . ‬ פנחס ס י ו ק י ן חיפה, רח' _תל־חי) נדרם ונהרג היום, בפגוע בו מכרנית צבאית. האסון קרה כאשר יוד ליו משמר־הים מאוטובוס ציבורי שנסע לנהריה. גופתו נאספה אל בית־החולים הממשלתי. בן ‭. 50‬ שכתי לוי, ראש עירייה חיפה, יצא _לחרפשה לחודש ימים. הוקם איר11ן ארצי של הבחנים • ב ת ל ־ א בי , י ום ר. — אירגון ארצי של חבתנים הוקם בכיבוס תחב־ פ…
1945-11-02	ahr	ahr19451102-01.1.8	…באחו המקומות ניזוק גם קת החשמל. איש לא נאסר. על הקירות בחדר־ הכרמל הודבקו בלילה כררזים ללא חתימה גם , בבחי-הזיקיק במפרץ חיפה אירעה התפוצצות. מתחת למפולת הוצאה שם גופה מרוסקת של אדם, שלפי תעודת זהות שמו הוא : יעקב גולדברג (גרינברג ‭, (?‬הגרפה נאספה אל בית־החולים הממשלתי בחיפד‭., ‬ עפולה ורהוכות על־יו עפולה פוצצו הלילה פסי מסילת־הברזל בכמה מקומות, חושבי עפולה והמשקים בסביבה שמעו ב…
1945-12-02	ahr	ahr19451202-01.1.4	"…. 30‬ בבוקר, על קטע הד־ רך הנ""ל. המכוניות האחרונות לחיפה מתל־אביב, יצאו ב־3 אחר־הצהריים, התנגשות בין מ כ זנית וקטר בנמל חיפה חי פה שבת מכונית ובה חיילים ‭— ., ‬ מן הלגיון הערבי , התנגשה ביום ו' בקטר בשטח הנמל. ד חיילים שנפצעו, נאספו אל _בית־החולים הממשלתי. הנהג, יתודי , שנפצע אף הוא, נעצר לצורכי חקירה. ‭I -mvri »? ""_13_«a I‬ מזג־האוויר הבלתי־יציב יימשך , גשמים מפעם…"
1946-03-07	ahr	ahr19460307-01.1.4	"…ההסתדרות הציונית בסלובאקיה, יגיע בראשית השבוע הבע באני ד‭"", ‬טראנ־ סילבניד‭. "". ‬ דאעויד חגי _איבדהים ‭_33 ni'‬נו בח-פה חיפה. — ראשיו האג' א י ב ר ה י ם (ראש האגודה המוסלמית בחיפה וקופת האומה, ומנהל הניף באבק האומה הערבי בחיפה) יוה בבנו אור ליום ד‭. '‬הבו נפצע קל ובאסף אל ביה""ח הממשלתי. כפי שמוסרים אירע הסיכסוך לרגל _חביעח הבן מהאב לקבלת סכום כסף גחל. התרמת ""עוז_> — הצנזורה אסרה את הוצאת העתון ""…"
1946-06-16	ahr	ahr19460616-01.1.4	"…יקה ובארץ. לבסרף הוצג סרט שנשלח באופן מיוחד מארח""ב, בו תוארו מפעליה של ""הדסה"" כמשך 50 השנים האחרונות התנקשות בקצין מחוז חיפה שבת אלמוני ניסר להתנ ‭-. — ., ‬ קש בליל שבת בקצין המתת רפיק ביי ב ־ידון' ליד ביתו _ברחרב טבריה. קצין המחוז נפצע בירייה בצווארו ונאסף אל _בית־החולים הממשלתי. מצבו אינו קשר, ליד _מקוס ההתנקשות נמצא אקווה. חפילדמארשאל מונטגומרי , ש‭,, ‬ ־ גיע לארץ ביום שש־ , ביקר אתמול …"
1946-06-19	ahr	ahr19460619-01.1.1	…גורדון . על שוו המכונית מנזאכסי־גורדון_, גווע כי בשעה ‭10. 30‬ בבוקר באו כמה צעירים והזמינר את הנהג ל. יע קובוס להסיעם _לבית־חולים ביילינסון. הנהג הוחזק — עד שעות אחר־הצהריים בגינה שברחוב גורדו!ואז שוחרר. המכונית נמצאה אחר־כך ברחוב _חובבי־ציון. _הלוניח 11 ההרוגים | בהתקפת חיפה במוצאירם ב בליל על י‭, '‬ההתקפה בתי־המלאבר, של הרכבת, הרכאו אל בית ; החולים הממשלתי בחיפה 10 גופות של מתקיפים שנהרגו ו …
1946-06-19	ahr	ahr19460619-01.1.1	"…בתורות : פרדה ברלין (בת ‭, (24‬מלבה גראנוביץ' _> _בח ‭— (19‬ שתיהן מתל־אביב ויהודית י חזקאל ;נת ‭— (20‬ משכונת תל־עמל שבחיפה (עובדת בבית־החולים מולדה‭. (‬ מכין 6 הבחורים הפצועים ידועים 2 שמות: צבי א ר טל וגרשון נסים. 11 הגופות הוצאו מבית־החולים ־ממ־ שלתי בשעה ‭5. 30‬ אחה""צ• בודדה וגלמו־ דה מאין מלווים עברה ההלוויה לבית־ הקברות. _פ־קםלר ט1ע! שהעלילו עליו !_גיןן""ד…"
1946-07-26	ahr	ahr19460726-01.1.8	"…י לאסוון ואריתרי אה, 39 ש _וווווו אתמוליוו מופ ת ל ־ א ב י ב, יום הי‭39 —. ‬ מעצורי רפיח, בהם 37 חברי מעקים שונים ו־ 2 מחיפה, הגיעו עם עי־ב לתלאבי־ב. ם _נ?ה_0 שי־‭. *‬און מבית החולים ־ ברפיח הועברו לבית־החולים ""זזדםה"" 1_ו_0קי העובדים _mim לקלש ra_־ ₪ם‭2. ‬ו 'ידים 1ב1_י־נ_1עד ‭!™‬ לה דיון על על*ית-ה11נגר במרכז החקר. י‭1-. ‬ו_11ד…"
1946-09-10	ahr	ahr19460910-01.1.1	"…ולשת בריטי נודה _ונהרג בחינת סה ב־15 הי , י ום בי ‭— . ‬ הבוקר. נורד, ליו מלון וינדזור םרג'אנט ברי־ טי מהבולשת המחוזית בחיפה ונפצע. הוא נפגע _ב־ד מקומות בגופו. נאסף אל בית החולים הממשלתי ושם מת. הניח אשר"" ממקור רשמי מוסרים, כי המתנקשים הס שני יהודים. הם נמלטו במכונית שמספרה רשום במשטרה והוא מ' 829…"
1946-09-12	ahr	ahr19460912-01.1.4	…תית בירושלים. :פצעו _כהתלקה כנזין - שני פועלים נפצעו בהתלקח בנזין מגפרור שנדלק במוסך כיאיר, בקרבח תחנת־ המשטרה האזרחית בחיפה. הפצוע מום־ טפה חדיר, בן ‭, 25‬נאסף לבית־החול־ם הממשלתי• בנימין מורחי , בן ‭, 14‬ שנאסף אף הוא לשם, הובא _אחר־כך אל _בית־חחולים רוטשילד סחר עם איטליה — הצעות זולות נ…
1946-09-12	ahr	ahr19460912-01.1.4	"…. ‬ הוטכ מצכש‭—. ‬ מצבם של 2 הפצועים משדות־ים אברהם מאקלר ופרץ שונינו הוטב בהרבה, לאחר שקיבלו את טיפולם בביה""ת הממשלתי בחיפה יצאו אתמול בבוקר אח ביה""ח. מכקשיב הנינה — הרמות הראשית בת""א פנתה במכתב אד מפקד הצבא הכללי בכמשת חנינה לצעיר אלקלעי, הנאשם ה־18 מחברי לח""י, שנדונו…"
1946-10-11	ahr	ahr19461011-01.1.7	"…י יום ו' על שלושה אנשים, שנפצעו קשר. הפצועים: מותמד עלי , בן ‭, 40‬עב־ רול ג'אואו!בן 45 ועבד אל עזיז, בן ‭. 40‬נאספו אל בית־החולים הממשלתי בחיפה. לבלוך דףדורנ זצלב-הקרס פ ת ת ־ ת ק ו ו ד"" יום רי‭—. ‬ תז־ כיד מחאה על לכלוך בזפת של קי־ רות, תלונות וכו' בידי פלוגת שו…"
1946-10-18	ahr	ahr19461018-01.1.7	…למפנה כמדיניות הציונית. נפצע _כמחצכה ומת איברהים מחמוד אסח מכפר וורדיה נפצע, בנפול עליו אבנים בעבדי במחצבה. הוא נאסף אל בית־החולים הממשלתי בחיפה ושם מת. _פגיעותיהן של מכוניות צבאיות ביום ד' בבוקר אירעה התנגשות בין מכונית צבאית ואופנוע. אחד מרונבי האופנוע אלנםנור פלקר מחיפה נפצע קשה. הוא נאסף על־ידי נהג המכונית הצבאית אל _ביח־החרלים הממשלתי ומשם הועבר על־יוי מגןוודאדום אי בית _החרי אותו יםי …
1946-10-23	ahr	ahr19461023-01.1.4	…ידע לשחות. גם נהבט בקפצי מעל הסיכון החיילים משו אותו מן המים ושעה ארוכה ערך הטיפול בו עד שהצליחו להשיב רוחו אליו. הובאו לבית־החולים אל בית־החולים הממשלתי בחיפה הובאו 3 מעפיי י ים חולים: יואכים לאטד בן 25 מרומניה, תולה במתלת לב והובא אל מחלקת המחלות הפנימיות _: ז'אנט אברמוביץ, בת…
1946-10-23	ahr	ahr19461023-01.1.4	…אה פירסמו במידעות מרחו־ בות. וועד הקהילה שלח מברק עידוד לכול המעפילים המגורשים. מודיעים רשמית כי המעפיל שקפץ הימה ונלקת לבית־החולים בחיפה הועבר לאחר ששב לאיתבו למחנה עתלית. בין חמשת המעפילים האחרים שנאספו מהאנייה לבית־החולים יש שתי נשים שני גברים וילד אחו. …
1946-11-01	ahr	ahr19461101-01.1.8	…ת, דרור וכפר מונש. נד, קש ר; בחוף ממוקש חדרה נפצע — בהתפוצצות קשר, ביום מו ד' - מוחמד חסן עטר, בן ‭, 22‬מערב מישאאת נפת חיפה. הוא נאסף אל בית־החולים הממשלתי בהיפה ומת שעה לאחו שהובא לשם. נכגע _טנזכדנית - על־יוי מכונית יפו ט‭_*, ‬כםי צאיח נפגע חוראני אתמול , בן בהיפר ‭…
1947-01-05	ahr	ahr19470105-01.1.4	"…עזוב את הארץ בעוד שלושה חודשים. נודע לנו, כי עוד 3 פקידים, שיעבדד במזכירות הראשית , יגיעו בחודש מארס. מגא' ר 3ד_8מ3_ד_& חיפה, שבת‭—. ‬ מאיר _ברומ־ בדג' חייל משוחרר בן ‭'35‬ מת אור ליום ר במלון ברחוב הרצל. גוסתו נאספה אל בית־החולים הממשלתי. מוסרים, כי את מעשהו הנואש ביצע על רקע משפחתי. שרה ל""טד ג ךש מ ו א ל. שבת‭—. ‬ שרה לייטר, נפטרה אתמול אחרי מחלה אנושה בבית חולים רוטשילד בחיפה בגיל ‭. 71‬ עלתה ארצה לפני 12 שנד, מרוהסין היתול בקיבוץ גן־שמואל ולא הניוזה את עבודתה עד ימיה האחרונים. היתד, כאן 2 בנו…"
1947-01-05	ahr	ahr19470105-01.1.4	"…""א ירושלים, שבת — _מוחמד מ חטב י, אחד השודדים הערבים שנתפס אחרי קרב עם מכונית טאכסי בתלאביב, נדון למאסר 15 שנד, על־ידי _ביח־הדין הצבאי בירושלים. משפט השודדים האחרים שנתפסו יתד אתו יתברר כמשך‭4 [‬ , שבוע הבא. _צעד תמוה של אנשי אחה' ע בחיפה חיטה, יום וי‭—. ‬ בישיבה _האחרי־ נר, למ. פ. חיפה !בחר מ. מוזר (המפלגה לאחדות־העבודה—פועלי־ציון) כמזכיר־בפו""ל באגודת פוע…"
1947-01-21	ahr	ahr19470121-01.1.3	"…*. ‬ מעשה בגוויית נרצה שהוצאה בעל מבית־חחוליפ בית־קפר, ערבי הממשלתי , מוחמד אבו חמו' נרצח במוצ""ש סמוך לחצות בשוק הערבי בחיפה. גופתו נלקחה לבית־ החולים הממשלתי. ואתר שעה קלה הגיעו _לבית־החולים כמאתיים איש מקרובי הנרצח ומידידיו ומשמצאו את השער סגור, טיפסו מעל לגדר, נכנסו _לבית־התולים והוציאו את הגווייה מעל לגדר …"
1947-01-21	ahr	ahr19470121-01.1.3	…שת את החשוד כרצח בשם עבדול _בנדוק• בא לבקש פיצוי ונפגע ככדור סעיד אל אחמד, פלח מערבי באטום פכר ליד עכו, בא אתמול בבוקר לחיפה לבקש פיצויים ממשרד הצבא. בעעת תמרונים נחרב חלק מעצי הזית ש בכרמו. כשעמד להיכנס אל המשרד פגע ברגלו כדור, שנפלט במקרר?מרובהו של קצין. הפצוע נאסף אל בית־החולים הממשלת י . המרפאה ההדשח ככפר־אתא המרפאה בכפר־אתא עוברת היום לבניינה החרש• היום לא תהיה קבלת חולים במקרים דחופים יש לפנו…
1947-01-22	ahr	ahr19470122-01.1.3	"…חולצתו התחתונה 'שגתפוו לצרוך זה, ' וזימה הסערה הפילתו אחמד טאלב עבדאללה, עובד ב_^מל בן ‭, 25‬ניתף בשעת הסערה בעבור בנמל חיפה, ביום בי. הוא נפל ובגום לו שבר ברגלו השמאלית ובמרפקחו נאסף אל _בית־החולים הממשלתי. נוטר נדרס עבדאללה מוחמר עבואללה, נוטר, נדרם על־ידי מכונית צבאית, כשירד מאוטובוס משירווזמשמר־המפרץ"" בד- "" רי עב…"
1947-01-22	ahr	ahr19470122-01.1.4	"…שים במכוניות המהלכות בין ירושלים ויפו. התנועה עוכבה, ותורים ארוכים של מכרניותנראר בורך, איש לא נעצר. ד""ר שמעון כמש מנהל בית־החולים הממשלתי ""הירקון"" _בתל־אביב הועלה בדרגה ונשלח לאנגליה להשתלם במקצוע רפואה על חשבון _הממשלה. שוב מצל־צלם הפעמונים‭.. . ‬ חיפה, יום גי‭—. ‬ הבוקר בשעה ‭6. 40‬ קיבלה המשטרה בחיפה הודעה, כי במשרד הדואר הראשי ברחוב המלכים, טמונה פצצה. העובדים יצאו מ…"
1947-01-23	ahr	ahr19470123-01.1.4	"…ל 14 תאונות-דרכיש שאירעו אתמול מר דיעה לשכת. המודיעין הממשלתית. 2 אנשים נפצעו קשה‭4. ‬ אחרים, בתוכם אשת אחת, נפצעו קל. בחיפה היו 5 תאונות‭3, ‬ מהן על ידי התנגשויות של מכוניות ציבוריות עם כלי־רכב אזרחיים. נחג של טאכםי נפצע קל ונאסף אל בית-החולים. בירושלים ובכביש ת""א—ירושלים היו שתי תאונות. בטבריה נפצע קשה אברהם ב ק מראשון־לציון, _על־ידי מכונית של הליגון הערבי. הפצוע נאסף לבי""ח שמייצר. בכביש חיפה—ג'נין התנגש ג'ים במ-כונ-ת צבאית. בכביש יפו—ירושלים נפצע קל, ע""י מכונית' ווליד מוםטפה בידאווי. _בתל־אביב התנגש אוטובוס ב…"
1947-01-23	ahr	ahr19470123-01.1.4	"…כוניות צבאיות. ועוד תאונה . 2 נפצעו היום כשמכונית צבאית התנגשה בעגלה בדרך בנימינה _וכרון־יעקב. אנשול כרונשטיין נאסף אל _בית־החולים רוטשילד ועמין מוסטפה _אבו־שחב — אל _בית־החולים הממשלתי בחיפה. 121_עלי ד""נקיו!ביב!ש‭=11‬ת""ם ותובעים העבדת?לשכר חודש"" פקיד העירייה מאיים ב_3יט!_ד־ם !במשטרה יפר, יום די‭—. ‬ היום הפסי…"
1947-01-23	ahr	ahr19470123-01.1.4	"…עוברים את איטליה זקוקים מעתה לוויזה• מתה מכוויה — רופיה חמד _מוסט־ פה, מחרשיחה, נכתה לפני 5 ימים ומתי‭, ""‬אתמול מפצעיה _בבית־החולימ הממשלתי בחיפה. מורידים כרוזי טירור - _אוגמול הו ודי בכמה מקומות _בתל־עביב כרוזי אצ""ל ולח""י. כן גררו מעל גבי הקירות סיסמאות של כנופיות…"
1947-02-02	ahr	ahr19470202-01.1.4	… להסכים לכך מהשש שלא י וכלו לעמוד בתנאים אלה בהתחרות עם הכתבים האמריקנים. האחרון יצא‭—. ‬ אחרון הנוטרים הערבים, שנפצעו בחיפה בליל ההת־ םוצצות ב־12 בינואר, החליט ויצא מבית־החולים הממשלתי. החום !_חוודפאה _האובדת _ניוושל י0 ‭. !!!!!. ‬ח יי‭. !‬ק!י־' ק!_םח־!_ז!_ליפ תל־אביב‭-. ‬־ ממרכז _קופודחולים מום…
1947-02-02	ahr	ahr19470202-01.1.4	"…ות בראשון לציון כשנמצא ברשותם נשק ושבטים. שבקש להם ויורה. — אלמוני נ‭"":‬ נס ביום ו' לפנות בוקר לביתו של פארם עיד נאמור בחיפה וביקש לחם. משנענה בסרוב, ירה בבעל הביון (בן ‭(30‬ ופצעו בכליוח, הפצוע נאסף !אל בית החולים הממשלתי בתיפת• _תאוגות דרכים _כחיפיה. — ערף עבוול ראי‭, &‬בן ‭, 22‬מכפר בורקד, בסביבת שכם, נסע בשבת בבוקר במכונית טאכסי…"
1947-02-09	ahr	ahr19470209-01.1.4	…—. ‬ תאו־ נות דרכים אירעו בארץ מיום חי. 3 אנשים נהרגו ר13 נפצעו‭4. ‬ מהנפגעים הם ילדים — מוסרת לשכת המודיעין הממשלתית. _בית־החולים הממשלתי בחיפה מוסר על ארבע תאונות דרכים שאירעו היום, מהם אחד מקרה מוות. חמאידר אבשלום כפסי מונו, לקצין מחוז במחוז ירושלים. הוא ההל בע…
1947-02-09	ahr	ahr19470209-01.1.4	"…יקרה אתמול אצל הקונסול האמריקני. חשבו סן יוחרם _בית־החולים וביקשו את עזרתו של הקונסול פ י נקר ט ו ן• הוכרז על מצב חירום בבית-החולים ורוב הרופאים חוייבו לישון במקום. ראשוני _ם־וינה נאים חיום וזיפה‭—. ‬ באנייה ""אנטוניו"" עומדים לבוא היום אתה""צ מרודוס לגמל חיפה 20 ממעפילי םירינה, שנשלחו לרודוס בהיותם חולים ופ־ ציועים. אלה הם ראשוני הבאים ממעפילי סי־ רינה. אתריוע עומדים לבוא השבו…"
1947-02-14	ahr	ahr19470214-01.1.5	"…גיב בתאונות דרכים בתאונת ורכים ליד גשר ""של"" נדרס ביום ד' אחר הצהרים 'אדווין קארפונקל, כעובדי הצבא. בן ‭. 55‬הוא נאסף אל בית החולים רוטשילד ושם מת. _חיםין מוחמר נדרם על־ידי מכונית במזרח חיכה לפני 3 ימים ומת הבוקר בבית־החולים הממשלתי. מוחמר _אחמד כנען נדרס ביום ד' בכביש חיפה־טירה. הו;ג נאסף אל בית החולים הממשלתי ושם נקבע כי נגרם לו זעזוע מוח. מצבו אנוש. כועדת התרבות שליד מ, פ. ה. ערב מחול של …"
1947-02-14	ahr	ahr19470214-01.1.8	"…מה תסתיים בי14 באפ־ ריל. נפצע כשפצצה ביד"" חליל אברהים חילו, מכפר אראו־ר"" נפצע ביום בי, כשהחזיק פצצה ב'ירו. הוא נאסף אל _ביה־החולים הממשלתי בחיפה. 1 תאונת""דרכיב , רגלו של אברהים חאג' עלי טאהא I נשכרה, כעעלד. ביום ב' על אי־תנועח j במושבה הגרמנית. הפצוע נאסף אל י ?בי…"
1947-02-16	ahr	ahr19470216-01.1.3	"…די וועד ד?קהלה ניתנה העניקה בסך 25 לא""י בהיוולד לו הילד השישי. נפצעו כהתפוצצות פרימוס בשתי התפוצצויות פרימוסים, שאירעו בחיפה, נפצעו חלימה חג' אודה, בת 12 _וחיירי אחסר מוחמר' בן ‭. 18‬ במצב רציני הובאו אל בית־החולים הממשלתי. אכן פינה למעון לילדי מגוייסיפ החיפה ביום ג' כשעה ‭3. 30‬ אחה""צ תיירה אבן־הפינה לבניין מעון לילדי מגוייסים בחיפ…"
1947-03-18	ahr	ahr19470318-01.1.3	"…: מצא פצצה בשדה. הרועה זרק את הפצצה על סלע ו""החפץ המוור"" התפוצץ. התוצאות היו קשות מאוד: הרועה נהרג. משתי הילדות, שהובאו לבית־החולים הממשלתי בחיפה, מתה אחת — כאוכב !השנייה — זכיה מצבה רציני. זקנה נדרסה אמינה עלי אל חילו מכפר יגיור, בת ‭, 80‬נדרסה במוצאי יום א' ברחוב נצרת על ידי מכונית־משא אזרחית. נג־ רם לה שבר בשוק־רגלד, ונאספה אל _בית־החולים הממשלתי בחיפה. לאקדמיה בפאריז י. מוטולד, וא. קרוכמאלניק, תלמידי הםטודיה לציור של פ. ק. הניך בחי־ פה, נתקבלו ללא־בחינה באקדמיה לאמנות בפאריז. הם נתקבלו על סמך עבודותיהם. מעפילה שילדה טובה לווין' ממעפילי ""ברכה פולד‭. ""‬ יי־דה אתמול בת _בביח־החולים הממשלתי בחיפה. כוועדת התרבות שליד מ. פ. ח, פגישת פעילי התרבות — הערב ב־‭7. 30‬ ב""ביתנו‭:""‬ כיצד נארגן את פעולת התרבות בין העולים החדש…"
1947-03-21	ahr	ahr19470321-01.1.10	… נפתח כדברי ז, ברנארד. חברים רבים השתתפו בוויכוח וי. ריפטין ענה למתווכחים. _חתנ!ו!_נצ1_ת המת1קש נבצע לבו? שביצע את זממו חיפה, יום ר‭—. '. ‬ תערב בשעה ‭9. 20‬ נשמע בחיפה קול נפץ עו. נודע כי ההתפוצצות אירעה בהדר הכרמל בידי יהודי שנפצע ונאסף אל בית־חולים צבאי ומשם אל בית־החולים הממשלתי. המקרה קרר, ברח' םירקין. הפצצה התפוצצה בידי בחור יהרוי כבן ‭. 20‬באותו ו זמן עבר ליד המקום ג'יפ ובו שני שוט־ 1 …
1947-03-24	ahr	ahr19470324-01.1.3	"…פתיהת האסיפה השנתית הששית של אירגון ם""לי־ _הדגיס. על באי האסיפה לפנות למוכי _־ רות במעון ""כרמליה"" ולהירשם שם מיד כבואם לחיפה. התנקשות ואהוד _םאמבחר, בן ‭, 40‬מרחוב מר יוחנן בחיפה, נורה במוצאי־שבת ע""י אלמוני. פצוע בירו השמאלית הובא אל בית־החולים הממשלתי. בוועדת התרכות שליד מ. ש. ח. בחוג לבעיות חי נוך, — הרצאת הערב צ . ברוובםקי ב־8 ב : בי ביה תנו ‭"" ""‬ ס . ו מדויכ…"
